,0,1,2,3,4
0,b minor,4/4,i,0.5,0.0
1,b minor,4/4,bVI6,0.5,0.5
2,b minor,4/4,III6,1.0,1.0
3,b minor,4/4,bVI,0.5,2.0
4,b minor,4/4,iio54,0.5,2.5
5,b minor,4/4,III6,0.5,3.0
6,b minor,4/4,iii74,0.5,3.5
7,b minor,4/4,III,1.0,4.0
8,b minor,4/4,IV#8653,1.0,5.0
9,b minor,4/4,bVII,0.5,6.0
10,b minor,4/4,bVII7,0.5,6.5
11,b minor,4/4,III,1.0,7.0
12,b minor,4/4,vio#63,1.0,8.0
13,b minor,4/4,bVII,1.0,9.0
14,b minor,4/4,iv,0.5,10.0
15,b minor,4/4,iio6,0.5,10.5
16,b minor,4/4,i,0.5,11.0
17,b minor,4/4,III43,0.5,11.5
18,b minor,4/4,iv6,0.5,12.0
19,b minor,4/4,i64,0.5,12.5
20,b minor,4/4,ii/o65,1.0,13.0
21,b minor,4/4,V,0.5,14.0
22,b minor,4/4,v7,0.5,14.5
23,b minor,4/4,i,1.0,15.0
24,b minor,4/4,i,0.5,16.0
25,b minor,4/4,bVI6,0.5,16.5
26,b minor,4/4,III6,1.0,17.0
27,b minor,4/4,bVI,0.5,18.0
28,b minor,4/4,iio54,0.5,18.5
29,b minor,4/4,III6,0.5,19.0
30,b minor,4/4,iii74,0.5,19.5
31,b minor,4/4,III,1.0,20.0
32,b minor,4/4,IV#8653,1.0,21.0
33,b minor,4/4,bVII,0.5,22.0
34,b minor,4/4,bVII7,0.5,22.5
35,b minor,4/4,III,1.0,23.0
36,b minor,4/4,vio#63,1.0,24.0
37,b minor,4/4,bVII,1.0,25.0
38,b minor,4/4,iv,0.5,26.0
39,b minor,4/4,iio6,0.5,26.5
40,b minor,4/4,i,0.5,27.0
41,b minor,4/4,III43,0.5,27.5
42,b minor,4/4,iv6,0.5,28.0
43,b minor,4/4,i64,0.5,28.5
44,b minor,4/4,ii/o65,1.0,29.0
45,b minor,4/4,V,0.5,30.0
46,b minor,4/4,v7,0.5,30.5
47,b minor,4/4,i,1.0,31.0
48,b minor,4/4,bVII6,1.0,32.0
49,b minor,4/4,III,0.5,33.0
50,b minor,4/4,v42,0.5,33.5
51,b minor,4/4,v,0.5,34.0
52,b minor,4/4,bVI732,0.5,34.5
53,b minor,4/4,bVII,0.5,35.0
54,b minor,4/4,III43,0.5,35.5
55,b minor,4/4,viio#8753,1.0,36.0
56,b minor,4/4,i,0.5,37.0
57,b minor,4/4,i532,0.5,37.5
58,b minor,4/4,#ivob7b53,1.0,38.0
59,b minor,4/4,V,1.0,39.0
60,b minor,4/4,i,0.5,40.0
61,b minor,4/4,i42,0.5,40.5
62,b minor,4/4,IV6,0.5,41.0
63,b minor,4/4,v743,0.5,41.5
64,b minor,4/4,IV,0.5,42.0
65,b minor,4/4,ii6,0.5,42.5
66,b minor,4/4,III6,0.5,43.0
67,b minor,4/4,vi/o#8753,0.5,43.5
68,b minor,4/4,bVII,1.0,44.0
69,b minor,4/4,I#8653,1.0,45.0
70,b minor,4/4,IV,0.5,46.0
71,b minor,4/4,IV75#3,0.5,46.5
72,b minor,4/4,bVII,1.0,47.0
73,b minor,4/4,vio#63,1.0,48.0
74,b minor,4/4,bVII6,0.5,49.0
75,b minor,4/4,bVII752,0.5,49.5
76,b minor,4/4,IV,0.5,50.0
77,b minor,4/4,viio6#4,0.5,50.5
78,b minor,4/4,i,0.5,51.0
79,b minor,4/4,i42,0.5,51.5
80,b minor,4/4,iv6,0.5,52.0
81,b minor,4/4,i64,0.5,52.5
82,b minor,4/4,ii/o65,1.0,53.0
83,b minor,4/4,V,0.5,54.0
84,b minor,4/4,V75#3,0.5,54.5
85,b minor,4/4,i,1.0,55.0
