,0,1,2,3,4
0,b minor,4/4,i,0.5,0.0
1,b minor,4/4,i42,0.5,0.5
2,b minor,4/4,bVI,0.5,1.0
3,b minor,4/4,ii/o43,0.5,1.5
4,b minor,4/4,III6,1.0,2.0
5,b minor,4/4,iv7,0.5,3.0
6,b minor,4/4,iio6,0.5,3.5
7,b minor,4/4,III7,0.5,4.0
8,b minor,4/4,i6,0.5,4.5
9,b minor,4/4,iv65,0.5,5.0
10,b minor,4/4,iv65#2,0.5,5.5
11,b minor,4/4,ii/o43,0.5,6.0
12,b minor,4/4,iv6,0.5,6.5
13,b minor,4/4,V,1.0,7.0
14,b minor,4/4,V,1.0,8.0
15,b minor,4/4,i,0.5,9.0
16,b minor,4/4,i742,0.5,9.5
17,b minor,4/4,i6,0.5,10.0
18,b minor,4/4,i752,0.5,10.5
19,b minor,4/4,i54,0.5,11.0
20,b minor,4/4,i4,0.5,11.5
21,b minor,4/4,V,0.5,12.0
22,b minor,4/4,V75#3,0.5,12.5
23,b minor,4/4,i,3.0,13.0
24,b minor,4/4,i,0.5,16.0
25,b minor,4/4,i42,0.5,16.5
26,b minor,4/4,bVI,0.5,17.0
27,b minor,4/4,ii/o43,0.5,17.5
28,b minor,4/4,III6,1.0,18.0
29,b minor,4/4,iv7,0.5,19.0
30,b minor,4/4,iio6,0.5,19.5
31,b minor,4/4,III7,0.5,20.0
32,b minor,4/4,i6,0.5,20.5
33,b minor,4/4,iv65,0.5,21.0
34,b minor,4/4,iv65#2,0.5,21.5
35,b minor,4/4,ii/o43,0.5,22.0
36,b minor,4/4,iv6,0.5,22.5
37,b minor,4/4,V,1.0,23.0
38,b minor,4/4,V,1.0,24.0
39,b minor,4/4,i,0.5,25.0
40,b minor,4/4,i742,0.5,25.5
41,b minor,4/4,i6,0.5,26.0
42,b minor,4/4,i752,0.5,26.5
43,b minor,4/4,i54,0.5,27.0
44,b minor,4/4,i4,0.5,27.5
45,b minor,4/4,V,0.5,28.0
46,b minor,4/4,V75#3,0.5,28.5
47,b minor,4/4,i,3.0,29.0
48,b minor,4/4,i,0.5,32.0
49,b minor,4/4,i42,0.5,32.5
50,b minor,4/4,iio6,0.5,33.0
51,b minor,4/4,iv,0.5,33.5
52,b minor,4/4,v7,0.5,34.0
53,b minor,4/4,III6,0.5,34.5
54,b minor,4/4,ii/o43,0.5,35.0
55,b minor,4/4,ii/o43,0.5,35.5
56,b minor,4/4,iio752,0.5,36.0
57,b minor,4/4,iio6,0.5,36.5
58,b minor,4/4,III6,0.5,37.0
59,b minor,4/4,III6b5,0.5,37.5
60,b minor,4/4,bVI,1.0,38.0
61,b minor,4/4,III,1.0,39.0
62,b minor,4/4,III,0.5,40.0
63,b minor,4/4,IIIb753,0.5,40.5
64,b minor,4/4,bVI7,0.5,41.0
65,b minor,4/4,iv6,0.5,41.5
66,b minor,4/4,v/o7b53,0.5,42.0
67,b minor,4/4,I#643,0.5,42.5
68,b minor,4/4,iv,0.5,43.0
69,b minor,4/4,iv763,0.5,43.5
70,b minor,4/4,iv742,0.5,44.0
71,b minor,4/4,iv,0.5,44.5
72,b minor,4/4,I,3.0,45.0
73,b minor,4/4,IV#8653,1.0,48.0
74,b minor,4/4,bVII,0.5,49.0
75,b minor,4/4,i542,0.5,49.5
76,b minor,4/4,bVII,0.5,50.0
77,b minor,4/4,ii64,0.5,50.5
78,b minor,4/4,III6,0.5,51.0
79,b minor,4/4,IV#8653,0.5,51.5
80,b minor,4/4,bVII,0.5,52.0
81,b minor,4/4,bVII#73,0.5,52.5
82,b minor,4/4,i6,0.5,53.0
83,b minor,4/4,i6,0.5,53.5
84,b minor,4/4,IV,1.0,54.0
85,b minor,4/4,bVII,1.0,55.0
86,b minor,4/4,III,0.5,56.0
87,b minor,4/4,III42,0.5,56.5
88,b minor,4/4,bVI6,0.5,57.0
89,b minor,4/4,bVI752,0.5,57.5
90,b minor,4/4,III,1.0,58.0
91,b minor,4/4,iii52,0.5,59.0
92,b minor,4/4,bVII6,0.5,59.5
93,b minor,4/4,bVII742,0.5,60.0
94,b minor,4/4,bVII6,0.5,60.5
95,b minor,4/4,III732,0.5,61.0
96,b minor,4/4,V#643,0.5,61.5
97,b minor,4/4,i,0.5,62.0
98,b minor,4/4,vi/o#653,0.5,62.5
99,b minor,4/4,V,1.0,63.0
