,0,1,2,3,4
0,G major,4/4,I,1.0,0.0
1,G major,4/4,V6,0.5,1.0
2,G major,4/4,vi7,0.5,1.5
3,G major,4/4,V7,1.0,2.0
4,G major,4/4,I,0.5,3.0
5,G major,4/4,vi6,0.5,3.5
6,G major,4/4,bVII6,0.5,4.0
7,G major,4/4,Ib753,0.5,4.5
8,G major,4/4,IV,0.5,5.0
9,G major,4/4,bvii4#3,0.5,5.5
10,G major,4/4,iv54,0.5,6.0
11,G major,4/4,vi65,0.25,6.5
12,G major,4/4,Ib753,0.25,6.75
13,G major,4/4,ii,1.0,7.0
14,G major,4/4,V6,0.5,8.0
15,G major,4/4,V65,0.5,8.5
16,G major,4/4,I,0.5,9.0
17,G major,4/4,V7542,0.5,9.5
18,G major,4/4,vi6,0.5,10.0
19,G major,4/4,iii43,0.5,10.5
20,G major,4/4,vi,0.5,11.0
21,G major,4/4,vii743,0.25,11.5
22,G major,4/4,vi74,0.25,11.75
23,G major,4/4,II6#42,0.5,12.0
24,G major,4/4,II,0.5,12.5
25,G major,4/4,V6,0.5,13.0
26,G major,4/4,iii,0.5,13.5
27,G major,4/4,vi65,0.5,14.0
28,G major,4/4,II75#3,0.5,14.5
29,G major,4/4,V,1.0,15.0
30,G major,4/4,I,1.0,16.0
31,G major,4/4,V6,0.5,17.0
32,G major,4/4,vi7,0.5,17.5
33,G major,4/4,V7,1.0,18.0
34,G major,4/4,I,0.5,19.0
35,G major,4/4,vi6,0.5,19.5
36,G major,4/4,bVII6,0.5,20.0
37,G major,4/4,Ib753,0.5,20.5
38,G major,4/4,IV,0.5,21.0
39,G major,4/4,bvii4#3,0.5,21.5
40,G major,4/4,iv54,0.5,22.0
41,G major,4/4,vi65,0.25,22.5
42,G major,4/4,Ib753,0.25,22.75
43,G major,4/4,ii,1.0,23.0
44,G major,4/4,V6,0.5,24.0
45,G major,4/4,V65,0.5,24.5
46,G major,4/4,I,0.5,25.0
47,G major,4/4,V7542,0.5,25.5
48,G major,4/4,vi6,0.5,26.0
49,G major,4/4,iii43,0.5,26.5
50,G major,4/4,vi,0.5,27.0
51,G major,4/4,vii743,0.25,27.5
52,G major,4/4,vi74,0.25,27.75
53,G major,4/4,II6#42,0.5,28.0
54,G major,4/4,II,0.5,28.5
55,G major,4/4,V6,0.5,29.0
56,G major,4/4,iii,0.5,29.5
57,G major,4/4,vi65,0.5,30.0
58,G major,4/4,II75#3,0.5,30.5
59,G major,4/4,V,1.0,31.0
60,G major,4/4,I,0.5,32.0
61,G major,4/4,v43,0.5,32.5
62,G major,4/4,I6,0.5,33.0
63,G major,4/4,#ivob5b3b2,0.5,33.5
64,G major,4/4,V,0.5,34.0
65,G major,4/4,I43,0.5,34.5
66,G major,4/4,II,0.5,35.0
67,G major,4/4,II74#2,0.5,35.5
68,G major,4/4,V42,1.0,36.0
69,G major,4/4,I6,0.5,37.0
70,G major,4/4,I7,0.5,37.5
71,G major,4/4,v54,0.5,38.0
72,G major,4/4,II,0.5,38.5
73,G major,4/4,V,1.0,39.0
74,G major,4/4,I,0.5,40.0
75,G major,4/4,iii43,0.5,40.5
76,G major,4/4,vi,0.5,41.0
77,G major,4/4,ii43,0.5,41.5
78,G major,4/4,I6,0.5,42.0
79,G major,4/4,I7653,0.5,42.5
80,G major,4/4,IV,0.5,43.0
81,G major,4/4,vi42,0.5,43.5
82,G major,4/4,vi,0.5,44.0
83,G major,4/4,IV6,0.5,44.5
84,G major,4/4,V6,0.5,45.0
85,G major,4/4,VI#8653,0.5,45.5
86,G major,4/4,ii,0.5,46.0
87,G major,4/4,V43,0.5,46.5
88,G major,4/4,VI,1.0,47.0
89,G major,4/4,I,0.5,48.0
90,G major,4/4,I,0.5,48.5
91,G major,4/4,V6,0.5,49.0
92,G major,4/4,I,0.5,49.5
93,G major,4/4,IV6,0.5,50.0
94,G major,4/4,V65,0.5,50.5
95,G major,4/4,I,0.5,51.0
96,G major,4/4,vi,0.5,51.5
97,G major,4/4,ii65,0.5,52.0
98,G major,4/4,V,0.5,52.5
99,G major,4/4,vi,0.25,53.0
100,G major,4/4,vi732,0.25,53.25
101,G major,4/4,vi,0.25,53.5
102,G major,4/4,vi543,0.25,53.75
103,G major,4/4,ii65,0.5,54.0
104,G major,4/4,V,0.125,54.5
105,G major,4/4,iii65,0.125,54.625
106,G major,4/4,V,0.25,54.75
107,G major,4/4,I,1.0,55.0
