,0,1,2,3,4
0,b minor,4/4,III,0.5,0.0
1,b minor,4/4,iv743,0.5,0.5
2,b minor,4/4,III6,1.0,1.0
3,b minor,4/4,bVI,0.5,2.0
4,b minor,4/4,iio54,0.5,2.5
5,b minor,4/4,III6,0.5,3.0
6,b minor,4/4,III763,0.5,3.5
7,b minor,4/4,III+6,0.5,4.0
8,b minor,4/4,vi/o#8753,0.5,4.5
9,b minor,4/4,viio#853,1.0,5.0
10,b minor,4/4,i,0.5,6.0
11,b minor,4/4,III43,0.5,6.5
12,b minor,4/4,IV#8653,1.0,7.0
13,b minor,4/4,bVII,1.0,8.0
14,b minor,4/4,III,2.0,9.0
15,b minor,4/4,III,1.0,12.0
16,b minor,4/4,bVII,0.5,13.0
17,b minor,4/4,bVII7,0.5,13.5
18,b minor,4/4,i,1.0,14.0
19,b minor,4/4,iio6,0.5,15.0
20,b minor,4/4,iv7,0.5,15.5
21,b minor,4/4,v,1.0,16.0
22,b minor,4/4,bVI42,1.0,17.0
23,b minor,4/4,iio6,0.5,18.0
24,b minor,4/4,iv42,0.5,18.5
25,b minor,4/4,viio#653,0.5,19.0
26,b minor,4/4,iv64,0.5,19.5
27,b minor,4/4,V#8653,0.5,20.0
28,b minor,4/4,ii,0.5,20.5
29,b minor,4/4,V75#3,1.0,21.0
30,b minor,4/4,bVI,0.5,22.0
31,b minor,4/4,i43,0.5,22.5
32,b minor,4/4,ii/o65,1.0,23.0
33,b minor,4/4,V,0.5,24.0
34,b minor,4/4,V75#3,0.5,24.5
35,b minor,4/4,i,2.0,25.0
36,b minor,4/4,III,0.5,28.0
37,b minor,4/4,iv743,0.5,28.5
38,b minor,4/4,III6,1.0,29.0
39,b minor,4/4,bVI,0.5,30.0
40,b minor,4/4,iio54,0.5,30.5
41,b minor,4/4,III6,0.5,31.0
42,b minor,4/4,III763,0.5,31.5
43,b minor,4/4,III+6,0.5,32.0
44,b minor,4/4,vi/o#8753,0.5,32.5
45,b minor,4/4,viio#853,1.0,33.0
46,b minor,4/4,i,0.5,34.0
47,b minor,4/4,III43,0.5,34.5
48,b minor,4/4,IV#8653,1.0,35.0
49,b minor,4/4,bVII,1.0,36.0
50,b minor,4/4,III,2.0,37.0
51,b minor,4/4,III,1.0,40.0
52,b minor,4/4,bVII,0.5,41.0
53,b minor,4/4,bVII7,0.5,41.5
54,b minor,4/4,i,1.0,42.0
55,b minor,4/4,iio6,0.5,43.0
56,b minor,4/4,iv7,0.5,43.5
57,b minor,4/4,v,1.0,44.0
58,b minor,4/4,bVI42,1.0,45.0
59,b minor,4/4,iio6,0.5,46.0
60,b minor,4/4,iv42,0.5,46.5
61,b minor,4/4,viio#653,0.5,47.0
62,b minor,4/4,iv64,0.5,47.5
63,b minor,4/4,V#8653,0.5,48.0
64,b minor,4/4,ii,0.5,48.5
65,b minor,4/4,V75#3,1.0,49.0
66,b minor,4/4,bVI,0.5,50.0
67,b minor,4/4,i43,0.5,50.5
68,b minor,4/4,ii/o65,1.0,51.0
69,b minor,4/4,V,0.5,52.0
70,b minor,4/4,V75#3,0.5,52.5
71,b minor,4/4,i,2.0,53.0
72,b minor,4/4,i,1.0,56.0
73,b minor,4/4,iv7,0.5,57.0
74,b minor,4/4,iv,0.5,57.5
75,b minor,4/4,bVII,1.0,58.0
76,b minor,4/4,III7,0.5,59.0
77,b minor,4/4,III,0.5,59.5
78,b minor,4/4,bVI,0.5,60.0
79,b minor,4/4,bVI42,0.5,60.5
80,b minor,4/4,iv,1.0,61.0
81,b minor,4/4,V6,1.0,62.0
82,b minor,4/4,i,1.0,63.0
83,b minor,4/4,i6,1.0,64.0
84,b minor,4/4,iv42,1.0,65.0
85,b minor,4/4,bVII6,1.0,66.0
86,b minor,4/4,III42,1.0,67.0
87,b minor,4/4,bVI6,0.5,68.0
88,b minor,4/4,III43,0.5,68.5
