,0,1,2,3,4
0,D major,4/4,I,1.0,0.0
1,D major,4/4,IV,0.5,1.0
2,D major,4/4,vii/o43,0.5,1.5
3,D major,4/4,I6,1.0,2.0
4,D major,4/4,IV,0.5,3.0
5,D major,4/4,vii/o43,0.5,3.5
6,D major,4/4,I64,1.0,4.0
7,D major,4/4,ii65,0.5,5.0
8,D major,4/4,ii65,0.5,5.5
9,D major,4/4,V64,0.5,6.0
10,D major,4/4,V,0.5,6.5
11,D major,4/4,I,1.0,7.0
12,D major,4/4,III,1.0,8.0
13,D major,4/4,vi,0.5,9.0
14,D major,4/4,vi64,0.5,9.5
15,D major,4/4,IV,0.5,10.0
16,D major,4/4,vi6,0.5,10.5
17,D major,4/4,vii/o65,0.5,11.0
18,D major,4/4,vii7,0.25,11.5
19,D major,4/4,vii732,0.125,11.75
20,D major,4/4,vii7,0.125,11.875
21,D major,4/4,III,0.5,12.0
22,D major,4/4,III,0.5,12.5
23,D major,4/4,vi,3.0,13.0
24,D major,4/4,I,1.0,16.0
25,D major,4/4,IV,0.5,17.0
26,D major,4/4,vii/o43,0.5,17.5
27,D major,4/4,I6,1.0,18.0
28,D major,4/4,IV,0.5,19.0
29,D major,4/4,vii/o43,0.5,19.5
30,D major,4/4,I64,1.0,20.0
31,D major,4/4,ii65,0.5,21.0
32,D major,4/4,ii65,0.5,21.5
33,D major,4/4,V64,0.5,22.0
34,D major,4/4,V,0.5,22.5
35,D major,4/4,I,1.0,23.0
36,D major,4/4,III,1.0,24.0
37,D major,4/4,vi,0.5,25.0
38,D major,4/4,vi64,0.5,25.5
39,D major,4/4,IV,0.5,26.0
40,D major,4/4,vi6,0.5,26.5
41,D major,4/4,vii/o65,0.5,27.0
42,D major,4/4,vii7,0.25,27.5
43,D major,4/4,vii732,0.125,27.75
44,D major,4/4,vii7,0.125,27.875
45,D major,4/4,III,0.5,28.0
46,D major,4/4,III,0.5,28.5
47,D major,4/4,vi,3.0,29.0
48,D major,4/4,vi542,0.5,32.0
49,D major,4/4,II#8653,0.5,32.5
50,D major,4/4,V,0.5,33.0
51,D major,4/4,V42,0.5,33.5
52,D major,4/4,I6,0.5,34.0
53,D major,4/4,iv54,0.25,34.5
54,D major,4/4,I,0.25,34.75
55,D major,4/4,IV,0.5,35.0
56,D major,4/4,IV42,0.5,35.5
57,D major,4/4,viio6,0.5,36.0
58,D major,4/4,V,0.5,36.5
59,D major,4/4,vi,0.5,37.0
60,D major,4/4,I64,0.5,37.5
61,D major,4/4,vi,0.5,38.0
62,D major,4/4,IV,0.5,38.5
63,D major,4/4,I,1.0,39.0
64,D major,4/4,I6,0.5,40.0
65,D major,4/4,I,0.5,40.5
66,D major,4/4,IV,1.0,41.0
67,D major,4/4,I,0.5,42.0
68,D major,4/4,vi7,0.5,42.5
69,D major,4/4,ii532,0.5,43.0
70,D major,4/4,ii,0.5,43.5
71,D major,4/4,ii,0.5,44.0
72,D major,4/4,III#42,0.5,44.5
73,D major,4/4,iii,3.0,45.0
74,D major,4/4,II#8653,0.5,48.0
75,D major,4/4,ii7,0.5,48.5
76,D major,4/4,V,1.0,49.0
77,D major,4/4,v5,0.5,50.0
78,D major,4/4,II6,0.5,50.5
79,D major,4/4,I6,1.0,51.0
80,D major,4/4,iii,0.5,52.0
81,D major,4/4,V6,0.5,52.5
82,D major,4/4,vi65,0.5,53.0
83,D major,4/4,vi,0.5,53.5
84,D major,4/4,II,1.0,54.0
85,D major,4/4,V,1.0,55.0
86,D major,4/4,I,1.0,56.0
87,D major,4/4,ii7,0.5,57.0
88,D major,4/4,viio6,0.25,57.5
89,D major,4/4,ii,0.25,57.75
90,D major,4/4,I6,0.5,58.0
91,D major,4/4,I752,0.5,58.5
92,D major,4/4,i54,0.5,59.0
93,D major,4/4,V42,0.25,59.5
94,D major,4/4,ii632,0.25,59.75
95,D major,4/4,V,0.5,60.0
96,D major,4/4,V,0.5,60.5
97,D major,4/4,I,3.0,61.0
