,0,1,2,3,4
0,D major,4/4,v,0.5,0.5
1,D major,4/4,i,0.25,1.0
2,D major,4/4,ii2,0.25,1.25
3,D major,4/4,I,0.25,1.5
4,D major,4/4,ii2,0.25,1.75
5,D major,4/4,i,0.25,2.0
6,D major,4/4,i4,0.25,2.25
7,D major,4/4,vi2,0.25,2.5
8,D major,4/4,V,0.25,2.75
9,D major,4/4,i4,0.25,3.0
10,D major,4/4,v,0.25,3.25
11,D major,4/4,vi64,0.25,3.5
12,D major,4/4,iii7,0.25,3.75
13,D major,4/4,I6,0.25,4.0
14,D major,4/4,I6,0.25,4.25
15,D major,4/4,I,0.25,4.5
16,D major,4/4,ii42,0.25,4.75
17,D major,4/4,I,0.5,5.0
18,D major,4/4,I,0.25,5.5
19,D major,4/4,I42,0.25,5.75
20,D major,4/4,ii754,0.25,6.0
21,D major,4/4,v7,0.25,6.25
22,D major,4/4,I,0.25,6.5
23,D major,4/4,I543,0.25,6.75
24,D major,4/4,I64,0.25,7.0
25,D major,4/4,I764,0.25,7.25
26,D major,4/4,V,0.25,7.5
27,D major,4/4,V532,0.25,7.75
28,D major,4/4,v,0.25,8.0
29,D major,4/4,iv,0.25,8.25
30,D major,4/4,iii,0.25,8.5
31,D major,4/4,v4,0.25,8.75
32,D major,4/4,i,0.25,9.0
33,D major,4/4,ii2,0.25,9.25
34,D major,4/4,I,0.5,9.5
35,D major,4/4,I,0.25,10.0
36,D major,4/4,iv4,0.25,10.25
37,D major,4/4,I64,0.25,10.5
38,D major,4/4,i54,0.25,10.75
39,D major,4/4,I64,0.25,11.0
40,D major,4/4,i54,0.25,11.25
41,D major,4/4,I6,0.5,11.5
42,D major,4/4,I6,0.25,12.0
43,D major,4/4,iii,0.25,12.25
44,D major,4/4,I,0.25,12.5
45,D major,4/4,I32,0.25,12.75
46,D major,4/4,I,0.25,13.0
47,D major,4/4,I,0.25,13.25
48,D major,4/4,I,0.25,13.5
49,D major,4/4,I42,0.25,13.75
50,D major,4/4,ii754,0.25,14.0
51,D major,4/4,v7,0.25,14.25
52,D major,4/4,I,0.25,14.5
53,D major,4/4,I543,0.25,14.75
54,D major,4/4,I64,0.25,15.0
55,D major,4/4,I764,0.25,15.25
56,D major,4/4,V,0.25,15.5
57,D major,4/4,V532,0.25,15.75
58,D major,4/4,v,0.25,16.0
59,D major,4/4,iv,0.25,16.25
60,D major,4/4,iii,0.25,16.5
61,D major,4/4,v4,0.25,16.75
62,D major,4/4,I,0.25,17.0
63,D major,4/4,I,0.25,17.25
64,D major,4/4,V65,0.25,17.5
65,D major,4/4,V6,0.25,17.75
66,D major,4/4,I,0.25,18.0
67,D major,4/4,I,0.25,18.25
68,D major,4/4,V65,0.25,18.5
69,D major,4/4,V6,0.25,18.75
70,D major,4/4,I,0.5,19.0
71,D major,4/4,vi6,0.25,19.5
72,D major,4/4,V7652,0.25,19.75
73,D major,4/4,vi6,0.25,20.0
74,D major,4/4,vi65,0.25,20.25
75,D major,4/4,IV6,0.25,20.5
76,D major,4/4,vi5,0.25,20.75
77,D major,4/4,vii,0.25,21.0
78,D major,4/4,vii,0.25,21.25
79,D major,4/4,vi7,0.25,21.5
80,D major,4/4,IV763,0.25,21.75
81,D major,4/4,V6,0.25,22.0
82,D major,4/4,V6,0.25,22.25
83,D major,4/4,vi7,0.25,22.5
84,D major,4/4,IV763,0.25,22.75
85,D major,4/4,V6,0.5,23.0
86,D major,4/4,V,0.25,23.5
87,D major,4/4,IV742,0.25,23.75
88,D major,4/4,V,0.25,24.0
89,D major,4/4,V7,0.25,24.25
90,D major,4/4,iii6,0.25,24.5
91,D major,4/4,v5,0.25,24.75
92,D major,4/4,vi,0.25,25.0
93,D major,4/4,vi,0.25,25.25
94,D major,4/4,vi532,0.25,25.5
95,D major,4/4,vi,0.25,25.75
96,D major,4/4,vi42,0.25,26.0
97,D major,4/4,vi6432,0.25,26.25
98,D major,4/4,vi42,0.25,26.5
99,D major,4/4,vi42,0.25,26.75
100,D major,4/4,IV,0.25,27.0
101,D major,4/4,IV,0.25,27.25
102,D major,4/4,IV532,0.25,27.5
103,D major,4/4,IV,0.25,27.75
104,D major,4/4,vi43,0.25,28.0
105,D major,4/4,vi43,0.25,28.25
106,D major,4/4,IV6432,0.25,28.5
107,D major,4/4,vi43,0.25,28.75
108,D major,4/4,ii7,0.25,29.0
109,D major,4/4,ii7642,0.25,29.25
110,D major,4/4,ii6,0.25,29.5
111,D major,4/4,iii652,0.25,29.75
112,D major,4/4,ii64,0.25,30.0
113,D major,4/4,viio,0.25,30.25
114,D major,4/4,I,0.25,30.5
115,D major,4/4,IV763,0.25,30.75
116,D major,4/4,V6,0.25,31.0
117,D major,4/4,v5,0.25,31.25
118,D major,4/4,V7,0.25,31.5
119,D major,4/4,iii7653,0.25,31.75
120,D major,4/4,V7,0.25,32.0
121,D major,4/4,V7,0.25,32.25
122,D major,4/4,V,0.25,32.5
123,D major,4/4,V,0.25,32.75
124,D major,4/4,I543,0.25,33.0
125,D major,4/4,I,0.25,33.25
126,D major,4/4,vi543,0.25,33.5
127,D major,4/4,vi,0.25,33.75
128,D major,4/4,IV7,0.5,34.0
129,D major,4/4,V,0.25,34.5
130,D major,4/4,V7,0.25,34.75
131,D major,4/4,vi,0.5,35.0
132,D major,4/4,vi,0.25,35.5
133,D major,4/4,i43,0.25,35.75
134,D major,4/4,vi,0.25,36.0
135,D major,4/4,ii43,0.125,36.25
136,D major,4/4,vi,0.125,36.375
137,D major,4/4,IV6,0.25,36.5
138,D major,4/4,IV65,0.125,36.75
139,D major,4/4,ii43,0.125,36.875
140,D major,4/4,I6,0.5,37.0
141,D major,4/4,I6,0.25,37.5
142,D major,4/4,ii7,0.25,37.75
143,D major,4/4,I6,0.25,38.0
144,D major,4/4,iii7,0.125,38.25
145,D major,4/4,iii,0.125,38.375
146,D major,4/4,vb754,0.25,38.5
147,D major,4/4,Ib753,0.125,38.75
148,D major,4/4,vb752,0.125,38.875
149,D major,4/4,IV,0.25,39.0
150,D major,4/4,ii6,0.125,39.25
151,D major,4/4,IV7,0.125,39.375
152,D major,4/4,iv,0.25,39.5
153,D major,4/4,iv7,0.125,39.75
154,D major,4/4,ii6,0.125,39.875
155,D major,4/4,I6,0.25,40.0
156,D major,4/4,I763,0.125,40.25
157,D major,4/4,I6,0.125,40.375
158,D major,4/4,iv2,0.25,40.5
