,0,1,2,3,4
0,g minor,3/4,i,0.5,0.0
1,g minor,3/4,i742,0.5,0.5
2,g minor,3/4,i6,0.5,1.0
3,g minor,3/4,i763,0.5,1.5
4,g minor,3/4,i742,0.5,2.0
5,g minor,3/4,i,0.5,2.5
6,g minor,3/4,V6,1.5,3.0
7,g minor,3/4,V#8653,0.5,4.5
8,g minor,3/4,i,0.5,5.0
9,g minor,3/4,iv43,0.5,5.5
10,g minor,3/4,i6,1.0,6.0
11,g minor,3/4,viio#63,1.0,7.0
12,g minor,3/4,i,1.0,8.0
13,g minor,3/4,V,3.0,9.0
14,g minor,3/4,i6,0.5,12.0
15,g minor,3/4,III7,0.5,12.5
16,g minor,3/4,i742,0.5,13.0
17,g minor,3/4,i,0.5,13.5
18,g minor,3/4,#ivob7b53,1.0,14.0
19,g minor,3/4,v,1.0,15.0
20,g minor,3/4,#iii/o6b5b3,1.0,16.0
21,g minor,3/4,#ivo6,1.0,17.0
22,g minor,3/4,v6,0.5,18.0
23,g minor,3/4,i7,0.5,18.5
24,g minor,3/4,II,1.0,19.0
25,g minor,3/4,II,1.0,20.0
26,g minor,3/4,V,3.0,21.0
27,g minor,3/4,i,1.0,24.0
28,g minor,3/4,ii/o42,1.0,25.0
29,g minor,3/4,V6,1.0,26.0
30,g minor,3/4,i,1.0,27.0
31,g minor,3/4,bVI6,0.5,28.0
32,g minor,3/4,ii/o7,0.5,28.5
33,g minor,3/4,III,1.0,29.0
34,g minor,3/4,iv6,1.0,30.0
35,g minor,3/4,III64,1.0,31.0
36,g minor,3/4,bVII,1.0,32.0
37,g minor,3/4,III,3.0,33.0
38,g minor,3/4,III,1.0,36.0
39,g minor,3/4,iv65,1.0,37.0
40,g minor,3/4,bVII,1.0,38.0
41,g minor,3/4,V6,1.0,39.0
42,g minor,3/4,V6,0.5,40.0
43,g minor,3/4,V#8653,0.5,40.5
44,g minor,3/4,i,1.0,41.0
45,g minor,3/4,iio6,1.0,42.0
46,g minor,3/4,i64,1.0,43.0
47,g minor,3/4,V,1.0,44.0
48,g minor,3/4,I,3.0,45.0
