,0,1,2,3,4
0,G major,12/8,I,0.75,0.0
1,G major,12/8,I,0.25,0.75
2,G major,12/8,I,0.5,1.0
3,G major,12/8,V,0.75,1.5
4,G major,12/8,V#8642,0.25,2.25
5,G major,12/8,V,0.5,2.5
6,G major,12/8,vi65,0.75,3.0
7,G major,12/8,vi7,0.25,3.75
8,G major,12/8,II,0.5,4.0
9,G major,12/8,V,0.75,4.5
10,G major,12/8,V532,0.25,5.25
11,G major,12/8,V7,0.5,5.5
12,G major,12/8,iv54,0.75,6.0
13,G major,12/8,V652,0.25,6.75
14,G major,12/8,I,0.5,7.0
15,G major,12/8,IV7,0.75,7.5
16,G major,12/8,IV42,0.25,8.25
17,G major,12/8,ii6,0.5,8.5
18,G major,12/8,iii6,0.75,9.0
19,G major,12/8,iii742,0.25,9.75
20,G major,12/8,V,0.5,10.0
21,G major,12/8,I,1.0,10.5
22,G major,12/8,I75432,0.5,11.5
23,G major,12/8,viio742,1.0,12.0
24,G major,12/8,I,0.5,13.0
25,G major,12/8,I,0.75,13.5
26,G major,12/8,vi65,0.25,14.25
27,G major,12/8,V754,0.5,14.5
28,G major,12/8,I,0.75,15.0
29,G major,12/8,I,0.25,15.75
30,G major,12/8,viio742,0.5,16.0
31,G major,12/8,I,0.75,16.5
32,G major,12/8,vi65,0.25,17.25
33,G major,12/8,V754,0.5,17.5
34,G major,12/8,I,0.75,18.0
35,G major,12/8,I,0.25,18.75
36,G major,12/8,viio742,0.5,19.0
37,G major,12/8,I,1.0,19.5
38,G major,12/8,I,0.5,20.5
39,G major,12/8,I,0.75,21.0
40,G major,12/8,I6,0.25,21.75
41,G major,12/8,vi7532,0.5,22.0
42,G major,12/8,vi,0.75,22.5
43,G major,12/8,vi42,0.25,23.25
44,G major,12/8,vi,0.5,23.5
45,G major,12/8,iii,0.75,24.0
46,G major,12/8,iii6,0.25,24.75
47,G major,12/8,I42,0.5,25.0
48,G major,12/8,V6,0.75,25.5
49,G major,12/8,V742,0.25,26.25
50,G major,12/8,V65,0.5,26.5
51,G major,12/8,I,0.75,27.0
52,G major,12/8,I42,0.25,27.75
53,G major,12/8,IV6,0.5,28.0
54,G major,12/8,V6,0.75,28.5
55,G major,12/8,V6,0.25,29.25
56,G major,12/8,VI#8653,0.5,29.5
57,G major,12/8,ii,0.75,30.0
58,G major,12/8,ii7,0.25,30.75
59,G major,12/8,#vob64b3,0.5,31.0
60,G major,12/8,vi,1.0,31.5
61,G major,12/8,vi#7532,0.5,32.5
62,G major,12/8,#v7b2,1.0,33.0
63,G major,12/8,vi,0.5,34.0
64,G major,12/8,vi,0.75,34.5
65,G major,12/8,IV6,0.25,35.25
66,G major,12/8,vi,0.5,35.5
67,G major,12/8,III#752,0.75,36.0
68,G major,12/8,#v7b2,0.25,36.75
69,G major,12/8,#vob5b3b2,0.5,37.0
70,G major,12/8,vi,0.75,37.5
71,G major,12/8,IV65,0.25,38.25
72,G major,12/8,vi,0.5,38.5
73,G major,12/8,III#752,0.75,39.0
74,G major,12/8,#v7b2,0.25,39.75
75,G major,12/8,#vob5b3b2,0.5,40.0
76,G major,12/8,vi,1.5,40.5
77,G major,12/8,vi,0.75,42.0
78,G major,12/8,vi42,0.25,42.75
79,G major,12/8,vi42,0.5,43.0
80,G major,12/8,IV,0.75,43.5
81,G major,12/8,IV,0.25,44.25
82,G major,12/8,vi42,0.5,44.5
83,G major,12/8,IV6,0.75,45.0
84,G major,12/8,IV632,0.25,45.75
85,G major,12/8,ii65,0.5,46.0
86,G major,12/8,I,0.75,46.5
87,G major,12/8,I6,0.25,47.25
88,G major,12/8,II#7542,0.5,47.5
89,G major,12/8,V,0.75,48.0
90,G major,12/8,V#8642,0.25,48.75
91,G major,12/8,iii6,0.5,49.0
92,G major,12/8,vi,0.75,49.5
93,G major,12/8,#iv/o7,0.25,50.25
94,G major,12/8,V,0.5,50.5
95,G major,12/8,vi65,0.75,51.0
96,G major,12/8,vi7,0.25,51.75
97,G major,12/8,II,0.5,52.0
98,G major,12/8,V,1.0,52.5
99,G major,12/8,V#75432,0.5,53.5
100,G major,12/8,#ivo7b4b2,1.0,54.0
101,G major,12/8,V,0.5,55.0
102,G major,12/8,V,0.75,55.5
103,G major,12/8,iii6,0.25,56.25
104,G major,12/8,II#754,0.5,56.5
105,G major,12/8,V,0.75,57.0
106,G major,12/8,V,0.25,57.75
107,G major,12/8,#ivob5b3b2,0.5,58.0
108,G major,12/8,V,0.75,58.5
109,G major,12/8,iii6,0.25,59.25
110,G major,12/8,II#754,0.5,59.5
111,G major,12/8,V,0.75,60.0
112,G major,12/8,V,0.25,60.75
113,G major,12/8,#ivob8b5b3b2,0.5,61.0
114,G major,12/8,V,1.0,61.5
115,G major,12/8,V,0.5,62.5
116,G major,12/8,vi,0.75,63.0
117,G major,12/8,vi532,0.25,63.75
118,G major,12/8,vi6,0.5,64.0
119,G major,12/8,vii/o65,0.75,64.5
120,G major,12/8,vii/o7,0.25,65.25
121,G major,12/8,iii,0.5,65.5
122,G major,12/8,vi65,0.75,66.0
123,G major,12/8,vi7,0.25,66.75
124,G major,12/8,ii,0.5,67.0
125,G major,12/8,V65,0.75,67.5
126,G major,12/8,V42,0.25,68.25
127,G major,12/8,I,0.5,68.5
128,G major,12/8,IV,0.75,69.0
129,G major,12/8,IV,0.25,69.75
130,G major,12/8,I64,0.5,70.0
131,G major,12/8,IV6,0.75,70.5
132,G major,12/8,IV632,0.25,71.25
133,G major,12/8,I64,0.5,71.5
134,G major,12/8,ii65,0.75,72.0
135,G major,12/8,ii7,0.25,72.75
136,G major,12/8,V,0.5,73.0
137,G major,12/8,I,1.0,73.5
138,G major,12/8,I75432,0.5,74.5
139,G major,12/8,viio742,1.0,75.0
140,G major,12/8,I,0.5,76.0
141,G major,12/8,I,0.75,76.5
142,G major,12/8,vi65,0.25,77.25
143,G major,12/8,V754,0.5,77.5
144,G major,12/8,I,0.75,78.0
145,G major,12/8,I,0.25,78.75
146,G major,12/8,viio742,0.5,79.0
147,G major,12/8,I,0.75,79.5
148,G major,12/8,vi65,0.25,80.25
149,G major,12/8,V754,0.5,80.5
150,G major,12/8,I,0.75,81.0
151,G major,12/8,I,0.25,81.75
152,G major,12/8,viio742,0.5,82.0
153,G major,12/8,I,3.0,82.5
