,0,1,2,3,4
0,D major,3/4,I,1.0,0.0
1,D major,3/4,I,1.0,1.0
2,D major,3/4,V6,1.0,2.0
3,D major,3/4,I,1.5,3.0
4,D major,3/4,V,0.5,4.5
5,D major,3/4,#ivo6b33,1.0,5.0
6,D major,3/4,V,1.0,6.0
7,D major,3/4,V,0.5,7.0
8,D major,3/4,vi2,0.5,7.5
9,D major,3/4,v62,1.0,8.0
10,D major,3/4,I6,1.0,9.0
11,D major,3/4,viio6,1.0,10.0
12,D major,3/4,I,0.5,11.0
13,D major,3/4,iv54,0.5,11.5
14,D major,3/4,v5,1.0,12.0
15,D major,3/4,V7,1.0,13.0
16,D major,3/4,I,1.0,14.0
17,D major,3/4,I,1.0,15.0
18,D major,3/4,I,1.0,16.0
19,D major,3/4,V6,1.0,17.0
20,D major,3/4,I,1.5,18.0
21,D major,3/4,V,0.5,19.5
22,D major,3/4,#ivo6b33,1.0,20.0
23,D major,3/4,V,1.0,21.0
24,D major,3/4,V,0.5,22.0
25,D major,3/4,vi2,0.5,22.5
26,D major,3/4,v62,1.0,23.0
27,D major,3/4,I6,1.0,24.0
28,D major,3/4,viio6,1.0,25.0
29,D major,3/4,I,0.5,26.0
30,D major,3/4,iv54,0.5,26.5
31,D major,3/4,v5,1.0,27.0
32,D major,3/4,V7,1.0,28.0
33,D major,3/4,I,1.0,29.0
34,D major,3/4,I,1.0,30.0
35,D major,3/4,I,1.0,31.0
36,D major,3/4,V,1.0,32.0
37,D major,3/4,I,1.5,33.0
38,D major,3/4,I7532,0.5,34.5
39,D major,3/4,#ivob64,1.0,35.0
40,D major,3/4,V,1.0,36.0
41,D major,3/4,V,0.5,37.0
42,D major,3/4,v52,0.5,37.5
43,D major,3/4,V7,1.0,38.0
44,D major,3/4,I,1.0,39.0
45,D major,3/4,V7,1.0,40.0
46,D major,3/4,I,0.5,41.0
47,D major,3/4,IV654,0.5,41.5
48,D major,3/4,V,0.5,42.0
49,D major,3/4,V,0.25,42.5
50,D major,3/4,V,0.25,42.75
51,D major,3/4,V7,0.5,43.0
52,D major,3/4,V7,0.5,43.5
53,D major,3/4,I,1.0,44.0
54,D major,3/4,I,1.0,45.0
55,D major,3/4,I,1.0,46.0
56,D major,3/4,V,1.0,47.0
57,D major,3/4,I,1.5,48.0
58,D major,3/4,I7532,0.5,49.5
59,D major,3/4,#ivob64,1.0,50.0
60,D major,3/4,V,1.0,51.0
61,D major,3/4,V,0.5,52.0
62,D major,3/4,v52,0.5,52.5
63,D major,3/4,V7,1.0,53.0
64,D major,3/4,I,1.0,54.0
65,D major,3/4,V7,1.0,55.0
66,D major,3/4,I,0.5,56.0
67,D major,3/4,IV654,0.5,56.5
68,D major,3/4,V,0.5,57.0
69,D major,3/4,V,0.25,57.5
70,D major,3/4,V,0.25,57.75
71,D major,3/4,V7,0.5,58.0
72,D major,3/4,V7,0.5,58.5
73,D major,3/4,I,1.0,59.0
74,D major,3/4,I,1.0,60.0
75,D major,3/4,iii,0.5,61.0
76,D major,3/4,iii/o7b53,0.25,61.5
77,D major,3/4,iii/o7b532,0.25,61.75
78,D major,3/4,vi,0.5,62.0
79,D major,3/4,IV7653#3,0.25,62.5
80,D major,3/4,vi753#3,0.25,62.75
81,D major,3/4,ii,3.0,63.0
82,D major,3/4,vi6,1.0,66.0
83,D major,3/4,vi42,0.5,67.0
84,D major,3/4,ii7542,0.5,67.5
85,D major,3/4,V42,0.5,68.0
86,D major,3/4,ii632,0.5,68.5
87,D major,3/4,I,0.5,69.0
88,D major,3/4,I532,0.5,69.5
89,D major,3/4,I65,0.5,70.0
90,D major,3/4,V43,0.5,70.5
91,D major,3/4,I,0.5,71.0
92,D major,3/4,IV6543,0.5,71.5
93,D major,3/4,V,3.0,72.0
94,D major,3/4,V,1.0,75.0
95,D major,3/4,ii752,0.5,76.0
96,D major,3/4,iii652,0.5,76.5
97,D major,3/4,V7,0.5,77.0
98,D major,3/4,V,0.5,77.5
99,D major,3/4,I,0.5,78.0
100,D major,3/4,I543,0.5,78.5
101,D major,3/4,V,0.5,79.0
102,D major,3/4,V532,0.5,79.5
103,D major,3/4,I,0.5,80.0
104,D major,3/4,vi65,0.25,80.5
105,D major,3/4,IV6543,0.25,80.75
106,D major,3/4,i54,0.5,81.0
107,D major,3/4,vi542,0.25,81.5
108,D major,3/4,V543,0.25,81.75
109,D major,3/4,V,1.0,82.0
110,D major,3/4,I,1.0,83.0
