,0,1,2,3,4
0,B- major,4/4,I,1.0,0.0
1,B- major,4/4,V,1.0,1.0
2,B- major,4/4,I,0.5,2.0
3,B- major,4/4,I7,0.5,2.5
4,B- major,4/4,v54,0.5,3.0
5,B- major,4/4,II,0.5,3.5
6,B- major,4/4,I6,0.5,4.0
7,B- major,4/4,#iv/o7,0.5,4.5
8,B- major,4/4,V,0.5,5.0
9,B- major,4/4,V,0.25,5.5
10,B- major,4/4,i43,0.25,5.75
11,B- major,4/4,v54,0.5,6.0
12,B- major,4/4,II,0.5,6.5
13,B- major,4/4,V,1.0,7.0
14,B- major,4/4,vi,1.0,8.0
15,B- major,4/4,V,0.5,9.0
16,B- major,4/4,V42,0.5,9.5
17,B- major,4/4,I6,0.5,10.0
18,B- major,4/4,I742,0.5,10.5
19,B- major,4/4,ii542,0.5,11.0
20,B- major,4/4,V65,0.5,11.5
21,B- major,4/4,I532,0.5,12.0
22,B- major,4/4,I,0.5,12.5
23,B- major,4/4,i54,0.5,13.0
24,B- major,4/4,V,0.5,13.5
25,B- major,4/4,I,2.0,14.0
26,B- major,4/4,I,1.0,16.0
27,B- major,4/4,V,1.0,17.0
28,B- major,4/4,I,0.5,18.0
29,B- major,4/4,I7,0.5,18.5
30,B- major,4/4,v54,0.5,19.0
31,B- major,4/4,II,0.5,19.5
32,B- major,4/4,I6,0.5,20.0
33,B- major,4/4,#iv/o7,0.5,20.5
34,B- major,4/4,V,0.5,21.0
35,B- major,4/4,V,0.25,21.5
36,B- major,4/4,i43,0.25,21.75
37,B- major,4/4,v54,0.5,22.0
38,B- major,4/4,II,0.5,22.5
39,B- major,4/4,V,1.0,23.0
40,B- major,4/4,vi,1.0,24.0
41,B- major,4/4,V,0.5,25.0
42,B- major,4/4,V42,0.5,25.5
43,B- major,4/4,I6,0.5,26.0
44,B- major,4/4,I742,0.5,26.5
45,B- major,4/4,ii542,0.5,27.0
46,B- major,4/4,V65,0.5,27.5
47,B- major,4/4,I532,0.5,28.0
48,B- major,4/4,I,0.5,28.5
49,B- major,4/4,i54,0.5,29.0
50,B- major,4/4,V,0.5,29.5
51,B- major,4/4,I,2.0,30.0
52,B- major,4/4,I,0.5,32.0
53,B- major,4/4,I42,0.5,32.5
54,B- major,4/4,IV6,1.0,33.0
55,B- major,4/4,V,0.5,34.0
56,B- major,4/4,iii6,0.5,34.5
57,B- major,4/4,ii,0.5,35.0
58,B- major,4/4,viio6,0.5,35.5
59,B- major,4/4,I6,0.5,36.0
60,B- major,4/4,I752,0.5,36.5
61,B- major,4/4,V,1.0,37.0
62,B- major,4/4,I,2.0,38.0
63,B- major,4/4,I,0.5,40.0
64,B- major,4/4,I742,0.5,40.5
65,B- major,4/4,I6,0.5,41.0
66,B- major,4/4,I,0.5,41.5
67,B- major,4/4,IV,0.5,42.0
68,B- major,4/4,IV42,0.5,42.5
69,B- major,4/4,V42,0.5,43.0
70,B- major,4/4,V,0.5,43.5
71,B- major,4/4,IV6,0.5,44.0
72,B- major,4/4,IV752,0.5,44.5
73,B- major,4/4,I,1.0,45.0
74,B- major,4/4,V,2.0,46.0
75,B- major,4/4,I,0.5,48.0
76,B- major,4/4,ii542,0.5,48.5
77,B- major,4/4,I,0.5,49.0
78,B- major,4/4,Ib753,0.5,49.5
79,B- major,4/4,ii532,0.5,50.0
80,B- major,4/4,ii,0.5,50.5
81,B- major,4/4,iii7,0.5,51.0
82,B- major,4/4,I6,0.5,51.5
83,B- major,4/4,IV,0.5,52.0
84,B- major,4/4,#vb5b42,0.5,52.5
85,B- major,4/4,ii6,0.5,53.0
86,B- major,4/4,vii/o43,0.5,53.5
87,B- major,4/4,vi64,0.5,54.0
88,B- major,4/4,III,0.25,54.5
89,B- major,4/4,#ivb42,0.25,54.75
90,B- major,4/4,III,1.0,55.0
91,B- major,4/4,vi,2.0,56.0
92,B- major,4/4,vi,0.5,58.0
93,B- major,4/4,vi42,0.5,58.5
94,B- major,4/4,v5b42,0.5,59.0
95,B- major,4/4,I6b5,0.5,59.5
96,B- major,4/4,IV,0.5,60.0
97,B- major,4/4,IV742,0.5,60.5
98,B- major,4/4,vi,0.5,61.0
99,B- major,4/4,I764,0.5,61.5
100,B- major,4/4,V42,0.5,62.0
101,B- major,4/4,iii7,0.5,62.5
102,B- major,4/4,I742,0.5,63.0
103,B- major,4/4,I,0.5,63.5
104,B- major,4/4,i54,0.5,64.0
105,B- major,4/4,V,0.25,64.5
106,B- major,4/4,v52,0.25,64.75
107,B- major,4/4,V,1.0,65.0
108,B- major,4/4,I,2.0,66.0
