,0,1,2,3,4
0,D major,4/4,I,1.0,0.0
1,D major,4/4,V,0.5,1.0
2,D major,4/4,V#753,0.5,1.5
3,D major,4/4,vi42,0.5,2.0
4,D major,4/4,#iv/o7,0.5,2.5
5,D major,4/4,V,0.5,3.0
6,D major,4/4,viio64,0.5,3.5
7,D major,4/4,I6,0.5,4.0
8,D major,4/4,iii7,0.5,4.5
9,D major,4/4,IV,0.5,5.0
10,D major,4/4,vi43,0.5,5.5
11,D major,4/4,viio6,1.0,6.0
12,D major,4/4,I,1.0,7.0
13,D major,4/4,I,0.5,8.0
14,D major,4/4,ii743,0.5,8.5
15,D major,4/4,I6,0.5,9.0
16,D major,4/4,iv62,0.5,9.5
17,D major,4/4,I6,0.5,10.0
18,D major,4/4,I752,0.5,10.5
19,D major,4/4,V,0.5,11.0
20,D major,4/4,V,0.5,11.5
21,D major,4/4,I64b3,0.5,12.0
22,D major,4/4,IV,0.5,12.5
23,D major,4/4,I6,0.5,13.0
24,D major,4/4,i74,0.5,13.5
25,D major,4/4,ii542,0.5,14.0
26,D major,4/4,V65,0.5,14.5
27,D major,4/4,I,1.0,15.0
28,D major,4/4,I,0.5,16.0
29,D major,4/4,I6432,0.5,16.5
30,D major,4/4,VI#8653,0.5,17.0
31,D major,4/4,VI75#3,0.5,17.5
32,D major,4/4,II,0.5,18.0
33,D major,4/4,II6#42,0.5,18.5
34,D major,4/4,V6,0.5,19.0
35,D major,4/4,#ivo6,0.5,19.5
36,D major,4/4,V,0.5,20.0
37,D major,4/4,V#8432,0.5,20.5
38,D major,4/4,I6,0.5,21.0
39,D major,4/4,V64,0.5,21.5
40,D major,4/4,vi65,0.5,22.0
41,D major,4/4,II,0.5,22.5
42,D major,4/4,V,0.5,23.0
43,D major,4/4,V,0.5,23.5
44,D major,4/4,vi42,0.5,24.0
45,D major,4/4,II75#3,0.5,24.5
46,D major,4/4,V532,0.5,25.0
47,D major,4/4,iii,0.5,25.5
48,D major,4/4,vi65,0.5,26.0
49,D major,4/4,ii6,0.5,26.5
50,D major,4/4,V42,0.5,27.0
51,D major,4/4,I6,0.5,27.5
52,D major,4/4,IV,0.5,28.0
53,D major,4/4,iii,0.5,28.5
54,D major,4/4,IV64,0.5,29.0
55,D major,4/4,iv43,0.5,29.5
56,D major,4/4,i54,0.5,30.0
57,D major,4/4,V7,0.5,30.5
58,D major,4/4,I,1.0,31.0
