,0,1,2,3,4
0,E major,4/4,I,0.5,0.0
1,E major,4/4,ii542,0.5,0.5
2,E major,4/4,I,1.0,1.0
3,E major,4/4,ii7,0.5,2.0
4,E major,4/4,viio6,0.5,2.5
5,E major,4/4,I6,1.0,3.0
6,E major,4/4,vi7,1.0,4.0
7,E major,4/4,V65,1.0,5.0
8,E major,4/4,I,0.5,6.0
9,E major,4/4,IV43,0.5,6.5
10,E major,4/4,V,1.0,7.0
11,E major,4/4,V,1.0,8.0
12,E major,4/4,II6,1.0,9.0
13,E major,4/4,vii75#2,0.5,10.0
14,E major,4/4,vii6,0.5,10.5
15,E major,4/4,I6,0.5,11.0
16,E major,4/4,I763,0.5,11.5
17,E major,4/4,iii42,0.5,12.0
18,E major,4/4,vi65,0.5,12.5
19,E major,4/4,v54,1.0,13.0
20,E major,4/4,II,0.5,14.0
21,E major,4/4,II75#3,0.5,14.5
22,E major,4/4,V,1.0,15.0
23,E major,4/4,I,0.5,16.0
24,E major,4/4,ii542,0.5,16.5
25,E major,4/4,I,1.0,17.0
26,E major,4/4,ii7,0.5,18.0
27,E major,4/4,viio6,0.5,18.5
28,E major,4/4,I6,1.0,19.0
29,E major,4/4,vi7,1.0,20.0
30,E major,4/4,V65,1.0,21.0
31,E major,4/4,I,0.5,22.0
32,E major,4/4,IV43,0.5,22.5
33,E major,4/4,V,1.0,23.0
34,E major,4/4,V,1.0,24.0
35,E major,4/4,II6,1.0,25.0
36,E major,4/4,vii75#2,0.5,26.0
37,E major,4/4,vii6,0.5,26.5
38,E major,4/4,I6,0.5,27.0
39,E major,4/4,I763,0.5,27.5
40,E major,4/4,iii42,0.5,28.0
41,E major,4/4,vi65,0.5,28.5
42,E major,4/4,v54,1.0,29.0
43,E major,4/4,II,0.5,30.0
44,E major,4/4,II75#3,0.5,30.5
45,E major,4/4,V,1.0,31.0
46,E major,4/4,I,0.5,32.0
47,E major,4/4,iii43,0.5,32.5
48,E major,4/4,vi,1.0,33.0
49,E major,4/4,vii/o65,0.5,34.0
50,E major,4/4,iii,0.5,34.5
51,E major,4/4,IV,1.0,35.0
52,E major,4/4,V65,0.5,36.0
53,E major,4/4,#io5b3,0.5,36.5
54,E major,4/4,ii,0.5,37.0
55,E major,4/4,viio6,0.5,37.5
56,E major,4/4,I6,0.5,38.0
57,E major,4/4,#iv/o7,0.5,38.5
58,E major,4/4,V,1.0,39.0
59,E major,4/4,iii,0.5,40.0
60,E major,4/4,iii7,0.5,40.5
61,E major,4/4,IV6,0.5,41.0
62,E major,4/4,IV752,0.5,41.5
63,E major,4/4,I,1.0,42.0
64,E major,4/4,ii65,0.5,43.0
65,E major,4/4,iii6,0.5,43.5
66,E major,4/4,IV6,1.0,44.0
67,E major,4/4,I64,0.5,45.0
68,E major,4/4,I752,0.5,45.5
69,E major,4/4,V,0.5,46.0
70,E major,4/4,V7,0.5,46.5
71,E major,4/4,I,1.0,47.0
