,0,1,2,3,4
0,F major,3/4,i,0.5,0.0
1,F major,3/4,I,0.25,0.5
2,F major,3/4,ii42,0.25,0.75
3,F major,3/4,iii,0.5,1.0
4,F major,3/4,IV64,0.25,1.5
5,F major,3/4,vii/o7,0.25,1.75
6,F major,3/4,IV64,0.5,2.0
7,F major,3/4,ii42,0.5,2.5
8,F major,3/4,I,0.5,3.0
9,F major,3/4,I,0.5,3.5
10,F major,3/4,I,0.5,4.0
11,F major,3/4,v7,0.25,4.5
12,F major,3/4,ii6,0.25,4.75
13,F major,3/4,v7,0.5,5.0
14,F major,3/4,v5,0.5,5.5
15,F major,3/4,I,0.5,6.0
16,F major,3/4,I6,0.25,6.5
17,F major,3/4,viio632,0.25,6.75
18,F major,3/4,I,0.5,7.0
19,F major,3/4,I42,0.25,7.5
20,F major,3/4,V6,0.25,7.75
21,F major,3/4,vi,0.5,8.0
22,F major,3/4,vi42,0.25,8.5
23,F major,3/4,vi6432,0.25,8.75
24,F major,3/4,ii65,0.5,9.0
25,F major,3/4,ii7,0.25,9.5
26,F major,3/4,vi752,0.25,9.75
27,F major,3/4,v7,0.5,10.0
28,F major,3/4,V,0.25,10.5
29,F major,3/4,V7,0.25,10.75
30,F major,3/4,V,0.25,11.0
31,F major,3/4,V7,0.25,11.25
32,F major,3/4,I654,0.25,11.5
33,F major,3/4,i54,0.25,11.75
34,F major,3/4,I,0.5,12.0
35,F major,3/4,I742,0.5,12.5
36,F major,3/4,I6,0.5,13.0
37,F major,3/4,I742,0.5,13.5
38,F major,3/4,I6,0.5,14.0
39,F major,3/4,I,0.5,14.5
40,F major,3/4,i54,0.5,15.0
41,F major,3/4,ii652,0.5,15.5
42,F major,3/4,V,0.5,16.0
43,F major,3/4,V7,0.5,16.5
44,F major,3/4,vi,0.5,17.0
45,F major,3/4,vi,0.5,17.5
46,F major,3/4,ii,0.5,18.0
47,F major,3/4,IV64,0.5,18.5
48,F major,3/4,vb8653,0.5,19.0
49,F major,3/4,v75b3,0.5,19.5
50,F major,3/4,I,0.5,20.0
51,F major,3/4,IV64,0.25,20.5
52,F major,3/4,ib75,0.25,20.75
53,F major,3/4,IV532,0.5,21.0
54,F major,3/4,vi42,0.5,21.5
55,F major,3/4,IV6,0.5,22.0
56,F major,3/4,vi42,0.5,22.5
57,F major,3/4,IV,0.5,23.0
58,F major,3/4,IV,0.5,23.5
59,F major,3/4,I,0.5,24.0
60,F major,3/4,I,0.25,24.5
61,F major,3/4,I5432,0.25,24.75
62,F major,3/4,I,0.5,25.0
63,F major,3/4,IV6543,0.25,25.5
64,F major,3/4,IV6543,0.25,25.75
