,0,1,2,3,4
0,G major,4/4,I,0.5,0.0
1,G major,4/4,I,0.5,0.5
2,G major,4/4,V6,0.5,1.0
3,G major,4/4,iii43,0.5,1.5
4,G major,4/4,I,0.5,2.0
5,G major,4/4,I,0.5,2.5
6,G major,4/4,IV,0.5,3.0
7,G major,4/4,IV742,0.5,3.5
8,G major,4/4,IV6,0.5,4.0
9,G major,4/4,ii6,0.5,4.5
10,G major,4/4,I,3.0,5.0
11,G major,4/4,I,0.5,8.0
12,G major,4/4,I,0.5,8.5
13,G major,4/4,ii542,0.5,9.0
14,G major,4/4,V65,0.5,9.5
15,G major,4/4,I,0.5,10.0
16,G major,4/4,I,0.5,10.5
17,G major,4/4,V,0.25,11.0
18,G major,4/4,iii65,0.25,11.25
19,G major,4/4,V42,0.5,11.5
20,G major,4/4,I6,0.5,12.0
21,G major,4/4,IV763,0.5,12.5
22,G major,4/4,ii65,0.25,13.0
23,G major,4/4,vii/o6543,0.25,13.25
24,G major,4/4,vi7643,0.25,13.5
25,G major,4/4,ii6532,0.25,13.75
26,G major,4/4,i54,0.25,14.0
27,G major,4/4,I654,0.25,14.25
28,G major,4/4,V,0.5,14.5
29,G major,4/4,I,1.0,15.0
30,G major,4/4,I,0.5,16.0
31,G major,4/4,I,0.5,16.5
32,G major,4/4,V6,0.5,17.0
33,G major,4/4,iii43,0.5,17.5
34,G major,4/4,I,0.5,18.0
35,G major,4/4,I,0.5,18.5
36,G major,4/4,IV,0.5,19.0
37,G major,4/4,IV742,0.5,19.5
38,G major,4/4,IV6,0.5,20.0
39,G major,4/4,ii6,0.5,20.5
40,G major,4/4,I,3.0,21.0
41,G major,4/4,I,0.5,24.0
42,G major,4/4,I,0.5,24.5
43,G major,4/4,ii542,0.5,25.0
44,G major,4/4,V65,0.5,25.5
45,G major,4/4,I,0.5,26.0
46,G major,4/4,I,0.5,26.5
47,G major,4/4,V,0.25,27.0
48,G major,4/4,iii65,0.25,27.25
49,G major,4/4,V42,0.5,27.5
50,G major,4/4,I6,0.5,28.0
51,G major,4/4,IV763,0.5,28.5
52,G major,4/4,ii65,0.25,29.0
53,G major,4/4,vii/o6543,0.25,29.25
54,G major,4/4,vi7643,0.25,29.5
55,G major,4/4,ii6532,0.25,29.75
56,G major,4/4,i54,0.25,30.0
57,G major,4/4,I654,0.25,30.25
58,G major,4/4,V,0.5,30.5
59,G major,4/4,I,1.0,31.0
60,G major,4/4,V,0.5,32.0
61,G major,4/4,vi743,0.5,32.5
62,G major,4/4,V6,0.5,33.0
63,G major,4/4,vi743,0.5,33.5
64,G major,4/4,V65,0.5,34.0
65,G major,4/4,V7,0.5,34.5
66,G major,4/4,I,0.25,35.0
67,G major,4/4,I,0.25,35.25
68,G major,4/4,iii432,0.25,35.5
69,G major,4/4,iii432,0.25,35.75
70,G major,4/4,I6,0.5,36.0
71,G major,4/4,I752,0.5,36.5
72,G major,4/4,V,3.0,37.0
73,G major,4/4,V,0.5,40.0
74,G major,4/4,V7,0.5,40.5
75,G major,4/4,I,0.5,41.0
76,G major,4/4,II6#42,0.5,41.5
77,G major,4/4,V6,0.5,42.0
78,G major,4/4,iii,0.5,42.5
79,G major,4/4,I,0.5,43.0
80,G major,4/4,vi7,0.5,43.5
81,G major,4/4,II,0.25,44.0
82,G major,4/4,v4#3,0.25,44.25
83,G major,4/4,II75#3,0.5,44.5
84,G major,4/4,V,3.0,45.0
85,G major,4/4,I,0.5,48.0
86,G major,4/4,I,0.5,48.5
87,G major,4/4,IV,0.5,49.0
88,G major,4/4,ii6,0.5,49.5
89,G major,4/4,I,0.5,50.0
90,G major,4/4,vib87642,0.25,50.5
91,G major,4/4,Ib8642,0.25,50.75
92,G major,4/4,IV65,0.5,51.0
93,G major,4/4,bVII,0.5,51.5
94,G major,4/4,iii/o65b3,0.5,52.0
95,G major,4/4,VI,0.5,52.5
96,G major,4/4,ii,3.0,53.0
97,G major,4/4,I6,0.5,56.0
98,G major,4/4,I,0.5,56.5
99,G major,4/4,V,0.25,57.0
100,G major,4/4,iii65,0.25,57.25
101,G major,4/4,V6,0.5,57.5
102,G major,4/4,I,0.5,58.0
103,G major,4/4,ii65,0.5,58.5
104,G major,4/4,i54,0.5,59.0
105,G major,4/4,I654,0.5,59.5
106,G major,4/4,V7,0.25,60.0
107,G major,4/4,iii7653,0.25,60.25
108,G major,4/4,V543,0.5,60.5
109,G major,4/4,I,3.0,61.0
