,0,1,2,3,4
0,a minor,4/4,i,1.0,0.0
1,a minor,4/4,III6,0.5,1.0
2,a minor,4/4,v7,0.5,1.5
3,a minor,4/4,bVI,0.5,2.0
4,a minor,4/4,bVII743,0.5,2.5
5,a minor,4/4,i,0.5,3.0
6,a minor,4/4,ii,0.5,3.5
7,a minor,4/4,i,0.5,4.0
8,a minor,4/4,III64,0.5,4.5
9,a minor,4/4,iv6,0.5,5.0
10,a minor,4/4,iv763,0.5,5.5
11,a minor,4/4,bVII7,1.0,6.0
12,a minor,4/4,III,1.0,7.0
13,a minor,4/4,vio#63,1.0,8.0
14,a minor,4/4,bVII,1.0,9.0
15,a minor,4/4,IV,0.5,10.0
16,a minor,4/4,viio6#4,0.5,10.5
17,a minor,4/4,i,0.5,11.0
18,a minor,4/4,i42,0.5,11.5
19,a minor,4/4,iv6,0.5,12.0
20,a minor,4/4,v743,0.5,12.5
21,a minor,4/4,ii/o65,1.0,13.0
22,a minor,4/4,V,0.5,14.0
23,a minor,4/4,V75#3,0.5,14.5
24,a minor,4/4,i,1.0,15.0
25,a minor,4/4,i,1.0,16.0
26,a minor,4/4,III6,0.5,17.0
27,a minor,4/4,v7,0.5,17.5
28,a minor,4/4,bVI,0.5,18.0
29,a minor,4/4,bVII743,0.5,18.5
30,a minor,4/4,i,0.5,19.0
31,a minor,4/4,ii,0.5,19.5
32,a minor,4/4,i,0.5,20.0
33,a minor,4/4,III64,0.5,20.5
34,a minor,4/4,iv6,0.5,21.0
35,a minor,4/4,iv763,0.5,21.5
36,a minor,4/4,bVII7,1.0,22.0
37,a minor,4/4,III,1.0,23.0
38,a minor,4/4,vio#63,1.0,24.0
39,a minor,4/4,bVII,1.0,25.0
40,a minor,4/4,IV,0.5,26.0
41,a minor,4/4,viio6#4,0.5,26.5
42,a minor,4/4,i,0.5,27.0
43,a minor,4/4,i42,0.5,27.5
44,a minor,4/4,iv6,0.5,28.0
45,a minor,4/4,v743,0.5,28.5
46,a minor,4/4,ii/o65,1.0,29.0
47,a minor,4/4,V,0.5,30.0
48,a minor,4/4,V75#3,0.5,30.5
49,a minor,4/4,i,1.0,31.0
50,a minor,4/4,bVII6,1.0,32.0
51,a minor,4/4,III,0.5,33.0
52,a minor,4/4,III742,0.5,33.5
53,a minor,4/4,v,0.5,34.0
54,a minor,4/4,bVI732,0.5,34.5
55,a minor,4/4,bVII,0.5,35.0
56,a minor,4/4,bVII543,0.5,35.5
57,a minor,4/4,IV6,0.5,36.0
58,a minor,4/4,V#8653,0.5,36.5
59,a minor,4/4,vio#63,0.5,37.0
60,a minor,4/4,viio#632,0.5,37.5
61,a minor,4/4,i6,0.5,38.0
62,a minor,4/4,i752,0.5,38.5
63,a minor,4/4,V,1.0,39.0
64,a minor,4/4,i,0.5,40.0
65,a minor,4/4,i42,0.5,40.5
66,a minor,4/4,IV6,0.5,41.0
67,a minor,4/4,v7,0.5,41.5
68,a minor,4/4,IV,0.5,42.0
69,a minor,4/4,ii6,0.5,42.5
70,a minor,4/4,III6,0.5,43.0
71,a minor,4/4,vi/o#8753,0.5,43.5
72,a minor,4/4,bVII,0.5,44.0
73,a minor,4/4,v6,0.5,44.5
74,a minor,4/4,bVI6,0.5,45.0
75,a minor,4/4,bVII732,0.5,45.5
76,a minor,4/4,bVI6,0.5,46.0
77,a minor,4/4,ii/o7,0.5,46.5
78,a minor,4/4,III,1.0,47.0
79,a minor,4/4,vio#8b753,1.0,48.0
80,a minor,4/4,bVII,1.0,49.0
81,a minor,4/4,iv6,0.5,50.0
82,a minor,4/4,ii/o43,0.5,50.5
83,a minor,4/4,III+6,0.5,51.0
84,a minor,4/4,III7,0.5,51.5
85,a minor,4/4,iv6,0.5,52.0
86,a minor,4/4,i43,0.5,52.5
87,a minor,4/4,ii/o65,0.5,53.0
88,a minor,4/4,ii/o7,0.5,53.5
89,a minor,4/4,V,0.5,54.0
90,a minor,4/4,V75#3,0.5,54.5
91,a minor,4/4,I,1.0,55.0
