,0,1,2,3,4
0,C major,4/4,iii,2.0,0.0
1,C major,4/4,IV7,1.0,2.0
2,C major,4/4,ii6,1.0,3.0
3,C major,4/4,II#8653,2.0,4.0
4,C major,4/4,V532,1.0,6.0
5,C major,4/4,V,1.0,7.0
6,C major,4/4,v52,1.0,8.0
7,C major,4/4,II6,1.0,9.0
8,C major,4/4,I6,1.0,10.0
9,C major,4/4,I,1.0,11.0
10,C major,4/4,II,2.0,12.0
11,C major,4/4,V,2.0,14.0
12,C major,4/4,V,2.0,16.0
13,C major,4/4,II6,1.0,18.0
14,C major,4/4,II#8653,1.0,19.0
15,C major,4/4,vii/o43,1.0,20.0
16,C major,4/4,ii6,1.0,21.0
17,C major,4/4,III,3.0,22.0
18,C major,4/4,vi,1.0,25.0
19,C major,4/4,ii,2.0,26.0
20,C major,4/4,#iiob7b53,2.0,28.0
21,C major,4/4,III,2.0,30.0
22,C major,4/4,vi,2.0,36.0
23,C major,4/4,I6,1.0,38.0
24,C major,4/4,I763,1.0,39.0
25,C major,4/4,IV,1.0,40.0
26,C major,4/4,I6,1.0,41.0
27,C major,4/4,viio6,1.0,42.0
28,C major,4/4,viio752,1.0,43.0
29,C major,4/4,IV,1.0,44.0
30,C major,4/4,ii6,1.0,45.0
31,C major,4/4,I,2.0,46.0
32,C major,4/4,IV532,1.0,48.0
33,C major,4/4,IV,0.5,49.0
34,C major,4/4,iv52,0.5,49.5
35,C major,4/4,I,2.0,50.0
36,C major,4/4,II#643,2.0,52.0
37,C major,4/4,V6,1.0,54.0
38,C major,4/4,vi743,1.0,55.0
39,C major,4/4,V6,1.0,56.0
40,C major,4/4,V,1.0,57.0
41,C major,4/4,I,3.0,58.0
42,C major,4/4,vi,1.0,61.0
43,C major,4/4,II6,2.0,62.0
44,C major,4/4,II7#3,1.5,64.0
45,C major,4/4,vii6,0.5,65.5
46,C major,4/4,V,4.0,66.0
47,C major,4/4,iii6,1.0,70.0
48,C major,4/4,I,0.5,71.0
49,C major,4/4,ii432,0.5,71.5
50,C major,4/4,I,0.5,72.0
51,C major,4/4,I432,0.5,72.5
52,C major,4/4,vi,0.5,73.0
53,C major,4/4,vii432,0.5,73.5
54,C major,4/4,vi,0.5,74.0
55,C major,4/4,vi432,0.5,74.5
56,C major,4/4,IV,0.5,75.0
57,C major,4/4,vi43,0.5,75.5
58,C major,4/4,viio6,0.5,76.0
59,C major,4/4,viio632,0.5,76.5
60,C major,4/4,V7,1.0,77.0
61,C major,4/4,I,8.0,78.0
