,0,1,2,3,4
0,A major,4/4,I,1.0,0.0
1,A major,4/4,IV6,1.0,1.0
2,A major,4/4,iii,0.5,2.0
3,A major,4/4,iii532,0.5,2.5
4,A major,4/4,vi7,1.0,3.0
5,A major,4/4,ii7,0.5,4.0
6,A major,4/4,viio6,0.5,4.5
7,A major,4/4,I6,0.5,5.0
8,A major,4/4,I752,0.5,5.5
9,A major,4/4,V,1.0,6.0
10,A major,4/4,V,1.0,7.0
11,A major,4/4,I,0.5,8.0
12,A major,4/4,I42,0.5,8.5
13,A major,4/4,IV6,1.0,9.0
14,A major,4/4,V6,1.0,10.0
15,A major,4/4,I,0.5,11.0
16,A major,4/4,iv43,0.5,11.5
17,A major,4/4,i54,0.5,12.0
18,A major,4/4,i54,0.5,12.5
19,A major,4/4,V,0.5,13.0
20,A major,4/4,V7,0.5,13.5
21,A major,4/4,I,2.0,14.0
22,A major,4/4,I,1.0,16.0
23,A major,4/4,IV6,1.0,17.0
24,A major,4/4,iii,0.5,18.0
25,A major,4/4,iii532,0.5,18.5
26,A major,4/4,vi7,1.0,19.0
27,A major,4/4,ii7,0.5,20.0
28,A major,4/4,viio6,0.5,20.5
29,A major,4/4,I6,0.5,21.0
30,A major,4/4,I752,0.5,21.5
31,A major,4/4,V,1.0,22.0
32,A major,4/4,V,1.0,23.0
33,A major,4/4,I,0.5,24.0
34,A major,4/4,I42,0.5,24.5
35,A major,4/4,IV6,1.0,25.0
36,A major,4/4,V6,1.0,26.0
37,A major,4/4,I,0.5,27.0
38,A major,4/4,iv43,0.5,27.5
39,A major,4/4,i54,0.5,28.0
40,A major,4/4,i54,0.5,28.5
41,A major,4/4,V,0.5,29.0
42,A major,4/4,V7,0.5,29.5
43,A major,4/4,I,2.0,30.0
44,A major,4/4,V,1.0,32.0
45,A major,4/4,#iob75b2,0.5,33.0
46,A major,4/4,#io6,0.5,33.5
47,A major,4/4,ii,0.5,34.0
48,A major,4/4,ii742,0.5,34.5
49,A major,4/4,ii6,0.5,35.0
50,A major,4/4,ii752,0.5,35.5
51,A major,4/4,ii54,0.5,36.0
52,A major,4/4,ii54,0.5,36.5
53,A major,4/4,VI,0.5,37.0
54,A major,4/4,VI75#3,0.5,37.5
55,A major,4/4,ii,1.0,38.0
56,A major,4/4,ii,1.0,39.0
57,A major,4/4,ii,1.0,40.0
58,A major,4/4,I,0.5,41.0
59,A major,4/4,Ib8642,0.5,41.5
60,A major,4/4,IV6,0.5,42.0
61,A major,4/4,IV742,0.5,42.5
62,A major,4/4,IV,1.0,43.0
63,A major,4/4,iv54,0.5,44.0
64,A major,4/4,iv54,0.5,44.5
65,A major,4/4,I,0.5,45.0
66,A major,4/4,Ib753,0.5,45.5
67,A major,4/4,IV,1.0,46.0
68,A major,4/4,IV,1.0,47.0
69,A major,4/4,I,0.5,48.0
70,A major,4/4,iii43,0.5,48.5
71,A major,4/4,IV65,1.0,49.0
72,A major,4/4,V6,0.5,50.0
73,A major,4/4,V763,0.5,50.5
74,A major,4/4,iii,1.0,51.0
75,A major,4/4,IV6,0.5,52.0
76,A major,4/4,IV752,0.5,52.5
77,A major,4/4,I,1.0,53.0
78,A major,4/4,V,2.0,54.0
79,A major,4/4,I,0.5,56.0
80,A major,4/4,vi7,0.5,56.5
81,A major,4/4,IV742,0.5,57.0
82,A major,4/4,IV,0.5,57.5
83,A major,4/4,I6,0.5,58.0
84,A major,4/4,V43,0.5,58.5
85,A major,4/4,I,1.0,59.0
86,A major,4/4,i54,0.5,60.0
87,A major,4/4,i54,0.5,60.5
88,A major,4/4,V,0.5,61.0
89,A major,4/4,V7,0.5,61.5
90,A major,4/4,I,2.0,62.0
