,0,1,2,3,4
0,D major,4/4,I,1.0,0.0
1,D major,4/4,V,0.5,1.0
2,D major,4/4,V#753,0.5,1.5
3,D major,4/4,vi42,0.5,2.0
4,D major,4/4,#iv/o7,0.5,2.5
5,D major,4/4,V,0.5,3.0
6,D major,4/4,viio64,0.5,3.5
7,D major,4/4,I6,0.5,4.0
8,D major,4/4,iii7,0.5,4.5
9,D major,4/4,IV,0.5,5.0
10,D major,4/4,vi43,0.5,5.5
11,D major,4/4,viio6,1.0,6.0
12,D major,4/4,I,0.5,7.0
13,D major,4/4,I,0.25,7.5
14,D major,4/4,I5432,0.25,7.75
15,D major,4/4,I,0.25,8.0
16,D major,4/4,I,0.25,8.25
17,D major,4/4,I,0.25,8.5
18,D major,4/4,I,0.25,8.75
19,D major,4/4,vi,0.5,9.0
20,D major,4/4,vi6,0.25,9.5
21,D major,4/4,ii6432,0.25,9.75
22,D major,4/4,I,0.25,10.0
23,D major,4/4,vi,0.25,10.25
24,D major,4/4,I,0.25,10.5
25,D major,4/4,vi7,0.25,10.75
26,D major,4/4,iv5,0.5,11.0
27,D major,4/4,IV64,0.5,11.5
28,D major,4/4,I64,0.5,12.0
29,D major,4/4,v7,0.5,12.5
30,D major,4/4,I,0.25,13.0
31,D major,4/4,I,0.25,13.25
32,D major,4/4,IV654,0.25,13.5
33,D major,4/4,V752,0.25,13.75
34,D major,4/4,I,0.5,14.0
35,D major,4/4,ii743,0.5,14.5
36,D major,4/4,I6,0.5,15.0
37,D major,4/4,iv62,0.5,15.5
38,D major,4/4,I6,0.5,16.0
39,D major,4/4,I752,0.5,16.5
40,D major,4/4,V,0.5,17.0
41,D major,4/4,V,0.5,17.5
42,D major,4/4,I64b3,0.5,18.0
43,D major,4/4,IV,0.5,18.5
44,D major,4/4,I6,0.5,19.0
45,D major,4/4,i74,0.5,19.5
46,D major,4/4,ii542,0.5,20.0
47,D major,4/4,V65,0.5,20.5
48,D major,4/4,I,0.5,21.0
49,D major,4/4,I,0.25,21.5
50,D major,4/4,I532,0.25,21.75
51,D major,4/4,I6,0.25,22.0
52,D major,4/4,I,0.25,22.25
53,D major,4/4,I,0.25,22.5
54,D major,4/4,I,0.25,22.75
55,D major,4/4,vi,0.5,23.0
56,D major,4/4,vi6,0.25,23.5
57,D major,4/4,vi6532,0.25,23.75
58,D major,4/4,I6,0.25,24.0
59,D major,4/4,vi,0.25,24.25
60,D major,4/4,I,0.25,24.5
61,D major,4/4,vi7,0.25,24.75
62,D major,4/4,iv5,0.5,25.0
63,D major,4/4,ii42,0.25,25.5
64,D major,4/4,ii42,0.25,25.75
65,D major,4/4,I64,0.25,26.0
66,D major,4/4,I764,0.25,26.25
67,D major,4/4,v5,0.5,26.5
68,D major,4/4,I,0.25,27.0
69,D major,4/4,i5,0.25,27.25
70,D major,4/4,I,0.25,27.5
71,D major,4/4,i52,0.25,27.75
72,D major,4/4,I,0.5,28.0
