,0,1,2,3,4
0,e minor,4/4,i,0.5,0.0
1,e minor,4/4,i742,0.5,0.5
2,e minor,4/4,i6,0.5,1.0
3,e minor,4/4,i742,0.5,1.5
4,e minor,4/4,i,0.5,2.0
5,e minor,4/4,i42,0.5,2.5
6,e minor,4/4,bVI7,0.5,3.0
7,e minor,4/4,i64,0.5,3.5
8,e minor,4/4,iv,0.5,4.0
9,e minor,4/4,iv42,0.5,4.5
10,e minor,4/4,bVII6,0.5,5.0
11,e minor,4/4,bVII,0.5,5.5
12,e minor,4/4,III,1.0,6.0
13,e minor,4/4,III,1.0,7.0
14,e minor,4/4,III,0.5,8.0
15,e minor,4/4,III742,0.5,8.5
16,e minor,4/4,III6,0.5,9.0
17,e minor,4/4,i7,0.5,9.5
18,e minor,4/4,iv7,0.5,10.0
19,e minor,4/4,bVII7,0.5,10.5
20,e minor,4/4,III,0.5,11.0
21,e minor,4/4,III6,0.5,11.5
22,e minor,4/4,iv65,0.5,12.0
23,e minor,4/4,iv7,0.5,12.5
24,e minor,4/4,bVII,0.5,13.0
25,e minor,4/4,bVII,0.25,13.5
26,e minor,4/4,bVII7,0.25,13.75
27,e minor,4/4,III,2.0,14.0
28,e minor,4/4,bVII6,0.5,16.0
29,e minor,4/4,bVII742,0.5,16.5
30,e minor,4/4,bvii52,0.5,17.0
31,e minor,4/4,iv6,0.5,17.5
32,e minor,4/4,V7#3,0.5,18.0
33,e minor,4/4,III+#8643,0.25,18.5
34,e minor,4/4,V6,0.25,18.75
35,e minor,4/4,i,0.5,19.0
36,e minor,4/4,bVI,0.25,19.5
37,e minor,4/4,bvi5#2,0.25,19.75
38,e minor,4/4,ii/o65,0.5,20.0
39,e minor,4/4,ii7,0.5,20.5
40,e minor,4/4,V,0.5,21.0
41,e minor,4/4,V,0.25,21.5
42,e minor,4/4,V75#3,0.25,21.75
43,e minor,4/4,i,2.0,22.0
44,e minor,4/4,i,0.5,24.0
45,e minor,4/4,i742,0.5,24.5
46,e minor,4/4,i6,0.5,25.0
47,e minor,4/4,i752,0.5,25.5
48,e minor,4/4,v,0.5,26.0
49,e minor,4/4,v#8742,0.5,26.5
50,e minor,4/4,v6,0.5,27.0
51,e minor,4/4,v,0.5,27.5
52,e minor,4/4,vi/o#653,0.5,28.0
53,e minor,4/4,vi/o7,0.5,28.5
54,e minor,4/4,v#54,0.5,29.0
55,e minor,4/4,II,0.5,29.5
56,e minor,4/4,v,1.0,30.0
57,e minor,4/4,v,1.0,31.0
58,e minor,4/4,v,0.5,32.0
59,e minor,4/4,bVII43,0.5,32.5
60,e minor,4/4,III,0.5,33.0
61,e minor,4/4,III42,0.5,33.5
62,e minor,4/4,bVI6,0.5,34.0
63,e minor,4/4,bVII65,0.5,34.5
64,e minor,4/4,III532,0.5,35.0
65,e minor,4/4,i,0.5,35.5
66,e minor,4/4,iv65,0.5,36.0
67,e minor,4/4,iv7,0.5,36.5
68,e minor,4/4,bVII,0.5,37.0
69,e minor,4/4,bVII,0.25,37.5
70,e minor,4/4,bVII7,0.25,37.75
71,e minor,4/4,III,2.0,38.0
72,e minor,4/4,IV6#42,1.0,40.0
73,e minor,4/4,bVII6,0.5,41.0
74,e minor,4/4,ii/o42,0.5,41.5
75,e minor,4/4,V6,1.0,42.0
76,e minor,4/4,i532,0.5,43.0
77,e minor,4/4,bVI,0.5,43.5
78,e minor,4/4,ii/o65,0.5,44.0
79,e minor,4/4,ii7,0.5,44.5
80,e minor,4/4,V,0.5,45.0
81,e minor,4/4,V,0.25,45.5
82,e minor,4/4,V75#3,0.25,45.75
83,e minor,4/4,I,2.0,46.0
