,0,1,2,3,4
0,G major,4/4,I,1.0,0.0
1,G major,4/4,V,1.0,1.0
2,G major,4/4,vi65,0.5,2.0
3,G major,4/4,II,0.5,2.5
4,G major,4/4,V,0.5,3.0
5,G major,4/4,V7,0.5,3.5
6,G major,4/4,iv54,0.5,4.0
7,G major,4/4,I,0.5,4.5
8,G major,4/4,IV7,0.5,5.0
9,G major,4/4,ii6,0.5,5.5
10,G major,4/4,iii6,0.5,6.0
11,G major,4/4,V,0.5,6.5
12,G major,4/4,I,1.0,7.0
13,G major,4/4,I,0.5,8.0
14,G major,4/4,I42,0.5,8.5
15,G major,4/4,vi,1.0,9.0
16,G major,4/4,iii,0.5,10.0
17,G major,4/4,I6,0.5,10.5
18,G major,4/4,V6,0.5,11.0
19,G major,4/4,V65,0.5,11.5
20,G major,4/4,I,0.5,12.0
21,G major,4/4,IV6,0.5,12.5
22,G major,4/4,V6,0.5,13.0
23,G major,4/4,VI#8653,0.5,13.5
24,G major,4/4,ii,0.5,14.0
25,G major,4/4,ii7,0.25,14.5
26,G major,4/4,#vob64b3,0.25,14.75
27,G major,4/4,vi,1.0,15.0
28,G major,4/4,vi,0.5,16.0
29,G major,4/4,vi42,0.5,16.5
30,G major,4/4,IV,0.5,17.0
31,G major,4/4,vi42,0.5,17.5
32,G major,4/4,IV6,0.5,18.0
33,G major,4/4,ii6,0.5,18.5
34,G major,4/4,I,0.5,19.0
35,G major,4/4,II6#42,0.5,19.5
36,G major,4/4,V6,0.5,20.0
37,G major,4/4,iii,0.5,20.5
38,G major,4/4,vi,0.5,21.0
39,G major,4/4,V6,0.5,21.5
40,G major,4/4,vi65,0.5,22.0
41,G major,4/4,II,0.25,22.5
42,G major,4/4,II75#3,0.25,22.75
43,G major,4/4,V,1.0,23.0
44,G major,4/4,vi,0.5,24.0
45,G major,4/4,vi6,0.5,24.5
46,G major,4/4,vii/o65,0.5,25.0
47,G major,4/4,iii,0.5,25.5
48,G major,4/4,vi65,0.5,26.0
49,G major,4/4,ii,0.5,26.5
50,G major,4/4,V65,0.5,27.0
51,G major,4/4,I,0.5,27.5
52,G major,4/4,IV,0.5,28.0
53,G major,4/4,I64,0.5,28.5
54,G major,4/4,IV6,0.5,29.0
55,G major,4/4,I64,0.5,29.5
56,G major,4/4,ii65,0.5,30.0
57,G major,4/4,V,0.5,30.5
58,G major,4/4,I,1.0,31.0
