,0,1,2,3,4
0,A major,4/4,vi,0.5,0.0
1,A major,4/4,IV6,0.5,0.5
2,A major,4/4,I6,0.5,1.0
3,A major,4/4,vi43,0.5,1.5
4,A major,4/4,V43,0.5,2.0
5,A major,4/4,I,0.5,2.5
6,A major,4/4,V6,1.0,3.0
7,A major,4/4,iv54,0.5,4.0
8,A major,4/4,I,0.5,4.5
9,A major,4/4,II#42,0.5,5.0
10,A major,4/4,bVII+53#3,0.5,5.5
11,A major,4/4,vi7,0.5,6.0
12,A major,4/4,iiio6,0.5,6.5
13,A major,4/4,IV6,0.5,7.0
14,A major,4/4,iv7,0.5,7.5
15,A major,4/4,V,0.5,8.0
16,A major,4/4,V7,0.5,8.5
17,A major,4/4,I,2.0,9.0
18,A major,4/4,IV,1.0,12.0
19,A major,4/4,II#8653,0.5,13.0
20,A major,4/4,vi542,0.5,13.5
21,A major,4/4,iii6,0.5,14.0
22,A major,4/4,bvi+#5#2,0.5,14.5
23,A major,4/4,viiob8642,0.5,15.0
24,A major,4/4,IV6,0.5,15.5
25,A major,4/4,V6,0.5,16.0
26,A major,4/4,II#42,0.5,16.5
27,A major,4/4,V6,0.5,17.0
28,A major,4/4,vi2,0.25,17.5
29,A major,4/4,V,0.25,17.75
30,A major,4/4,vi754,0.5,18.0
31,A major,4/4,II,0.5,18.5
32,A major,4/4,V,1.0,19.0
33,A major,4/4,I,0.5,20.0
34,A major,4/4,I42,0.5,20.5
35,A major,4/4,vi,0.5,21.0
36,A major,4/4,IV742,0.5,21.5
37,A major,4/4,IV+#532,0.5,22.0
38,A major,4/4,VI#643,0.5,22.5
39,A major,4/4,ii,0.5,23.0
40,A major,4/4,ii7,0.5,23.5
41,A major,4/4,iii6,0.5,24.0
42,A major,4/4,ii632,0.5,24.5
43,A major,4/4,I6,0.5,25.0
44,A major,4/4,ii,0.25,25.5
45,A major,4/4,viio6,0.25,25.75
46,A major,4/4,I,0.5,26.0
47,A major,4/4,#iv/ob64b3,0.5,26.5
48,A major,4/4,V,1.0,27.0
49,A major,4/4,I,0.5,28.0
50,A major,4/4,I7,0.5,28.5
51,A major,4/4,IV,0.5,29.0
52,A major,4/4,vi42,0.5,29.5
53,A major,4/4,ii6,0.5,30.0
54,A major,4/4,iii,0.25,30.5
55,A major,4/4,#io6,0.25,30.75
56,A major,4/4,ii,1.0,31.0
57,A major,4/4,VI,0.5,32.0
58,A major,4/4,VI75#3,0.5,32.5
59,A major,4/4,bVII,0.5,33.0
60,A major,4/4,ii43,0.5,33.5
61,A major,4/4,iiio6,1.0,34.0
62,A major,4/4,IV,1.0,35.0
63,A major,4/4,I,0.5,36.0
64,A major,4/4,I,0.5,36.5
65,A major,4/4,i54,0.5,37.0
66,A major,4/4,V,0.5,37.5
67,A major,4/4,I43,0.5,38.0
68,A major,4/4,#ivo7b4b2,0.5,38.5
69,A major,4/4,V,0.5,39.0
70,A major,4/4,vi7,0.5,39.5
71,A major,4/4,V6,0.5,40.0
72,A major,4/4,v7,0.5,40.5
73,A major,4/4,I532,0.5,41.0
74,A major,4/4,iii64,0.5,41.5
75,A major,4/4,IV6,0.5,42.0
76,A major,4/4,I64,0.5,42.5
77,A major,4/4,ii65,0.5,43.0
78,A major,4/4,ii7,0.5,43.5
79,A major,4/4,V,0.5,44.0
80,A major,4/4,V,0.5,44.5
81,A major,4/4,I,3.0,45.0
