,0,1,2,3,4
0,G major,4/4,I,1.0,0.0
1,G major,4/4,IV,1.0,1.0
2,G major,4/4,V65,1.0,2.0
3,G major,4/4,I,1.0,3.0
4,G major,4/4,ii,0.5,4.0
5,G major,4/4,ii532,0.5,4.5
6,G major,4/4,bvii6,0.5,5.0
7,G major,4/4,v/ob8b643,0.5,5.5
8,G major,4/4,IV64,1.0,6.0
9,G major,4/4,I,1.0,7.0
10,G major,4/4,IV,2.0,8.0
11,G major,4/4,I,0.5,10.0
12,G major,4/4,vb752,0.5,10.5
13,G major,4/4,VI6,1.0,11.0
14,G major,4/4,ii,2.0,12.0
15,G major,4/4,vi,0.5,14.0
16,G major,4/4,IV6,0.5,14.5
17,G major,4/4,I6,0.5,15.0
18,G major,4/4,iv52,0.5,15.5
19,G major,4/4,V,2.0,16.0
20,G major,4/4,V,1.0,18.0
21,G major,4/4,I,0.5,19.0
22,G major,4/4,I42,0.5,19.5
23,G major,4/4,IV6,1.0,20.0
24,G major,4/4,I64,0.5,21.0
25,G major,4/4,i54,0.5,21.5
26,G major,4/4,ii65,1.0,22.0
27,G major,4/4,V,0.5,23.0
28,G major,4/4,V7,0.5,23.5
29,G major,4/4,I,2.0,24.0
30,G major,4/4,IV,0.5,26.0
31,G major,4/4,IV742,0.5,26.5
32,G major,4/4,vi,0.5,27.0
33,G major,4/4,#ivo6b33,0.5,27.5
34,G major,4/4,V,0.5,28.0
35,G major,4/4,vii/o42,0.5,28.5
36,G major,4/4,Ib842,1.0,29.0
37,G major,4/4,ii43,0.5,30.0
38,G major,4/4,iiio6,0.5,30.5
39,G major,4/4,IV6,0.5,31.0
40,G major,4/4,V65,0.5,31.5
41,G major,4/4,IV64,1.0,32.0
42,G major,4/4,VI#8653,1.0,33.0
43,G major,4/4,ii,2.0,34.0
44,G major,4/4,iii,0.5,36.0
45,G major,4/4,iii532,0.5,36.5
46,G major,4/4,VI,1.0,37.0
47,G major,4/4,ii,2.0,38.0
48,G major,4/4,vi,0.5,40.0
49,G major,4/4,ii43,0.5,40.5
50,G major,4/4,iii6,0.5,41.0
51,G major,4/4,vi7,0.5,41.5
52,G major,4/4,V6,2.0,42.0
53,G major,4/4,I,0.5,44.0
54,G major,4/4,ii743,0.5,44.5
55,G major,4/4,I6,0.5,45.0
56,G major,4/4,iii,0.5,45.5
57,G major,4/4,IV42,0.5,46.0
58,G major,4/4,viio6,0.5,46.5
59,G major,4/4,I6,0.5,47.0
60,G major,4/4,ii65,0.5,47.5
61,G major,4/4,V,0.5,48.0
62,G major,4/4,ii652,0.25,48.5
63,G major,4/4,I763,0.25,48.75
64,G major,4/4,ii754,0.5,49.0
65,G major,4/4,V7,0.5,49.5
66,G major,4/4,I,2.0,50.0
