,0,1,2,3,4
0,g minor,4/4,i,1.0,0.0
1,g minor,4/4,i,0.5,1.0
2,g minor,4/4,vio#63,0.5,1.5
3,g minor,4/4,III6,0.5,2.0
4,g minor,4/4,IV#8653,0.5,2.5
5,g minor,4/4,bVII,0.5,3.0
6,g minor,4/4,viio#8753,0.5,3.5
7,g minor,4/4,i,0.5,4.0
8,g minor,4/4,v632,0.5,4.5
9,g minor,4/4,bVI,0.25,5.0
10,g minor,4/4,bVI543,0.25,5.25
11,g minor,4/4,III6,0.5,5.5
12,g minor,4/4,iv7,0.5,6.0
13,g minor,4/4,bVII,0.5,6.5
14,g minor,4/4,III,1.0,7.0
15,g minor,4/4,III,0.5,8.0
16,g minor,4/4,III532,0.5,8.5
17,g minor,4/4,III,0.5,9.0
18,g minor,4/4,v43,0.5,9.5
19,g minor,4/4,i,0.5,10.0
20,g minor,4/4,bVI6,0.5,10.5
21,g minor,4/4,bVII,0.5,11.0
22,g minor,4/4,bVII7,0.5,11.5
23,g minor,4/4,i,0.5,12.0
24,g minor,4/4,III64,0.5,12.5
25,g minor,4/4,iv65,0.5,13.0
26,g minor,4/4,ii/o43,0.25,13.5
27,g minor,4/4,iv6,0.25,13.75
28,g minor,4/4,bVII,0.5,14.0
29,g minor,4/4,bVII7,0.5,14.5
30,g minor,4/4,III,1.0,15.0
31,g minor,4/4,i,0.5,16.0
32,g minor,4/4,i42,0.5,16.5
33,g minor,4/4,bVI,0.5,17.0
34,g minor,4/4,III652,0.5,17.5
35,g minor,4/4,III742,0.5,18.0
36,g minor,4/4,III,0.5,18.5
37,g minor,4/4,iii54,0.5,19.0
38,g minor,4/4,bVII,0.25,19.5
39,g minor,4/4,bvii52,0.25,19.75
40,g minor,4/4,bVII,0.5,20.0
41,g minor,4/4,bVII42,0.5,20.5
42,g minor,4/4,III6,0.5,21.0
43,g minor,4/4,iii5,0.5,21.5
44,g minor,4/4,iii54,0.5,22.0
45,g minor,4/4,bVII,0.5,22.5
46,g minor,4/4,III,1.0,23.0
47,g minor,4/4,III,1.0,24.0
48,g minor,4/4,III,0.5,25.0
49,g minor,4/4,III742,0.5,25.5
50,g minor,4/4,III6,0.5,26.0
51,g minor,4/4,III752,0.5,26.5
52,g minor,4/4,iii54,0.5,27.0
53,g minor,4/4,bVII,0.25,27.5
54,g minor,4/4,bVII7,0.25,27.75
55,g minor,4/4,V#8653,0.5,28.0
56,g minor,4/4,v7,0.5,28.5
57,g minor,4/4,i532,0.5,29.0
58,g minor,4/4,i,0.5,29.5
59,g minor,4/4,#ivob7b53,0.5,30.0
60,g minor,4/4,II6,0.25,30.5
61,g minor,4/4,#ivob7b53,0.25,30.75
62,g minor,4/4,v,1.0,31.0
63,g minor,4/4,III,0.5,32.0
64,g minor,4/4,v43,0.5,32.5
65,g minor,4/4,i,0.5,33.0
66,g minor,4/4,ii42,0.5,33.5
67,g minor,4/4,i,0.5,34.0
68,g minor,4/4,III43,0.5,34.5
69,g minor,4/4,IV#8653,1.0,35.0
70,g minor,4/4,V6,1.0,36.0
71,g minor,4/4,i532,0.5,37.0
72,g minor,4/4,iv7,0.5,37.5
73,g minor,4/4,i54,0.5,38.0
74,g minor,4/4,V,0.5,38.5
75,g minor,4/4,i,1.0,39.0
