,0,1,2,3,4
0,a minor,4/4,i,1.0,0.0
1,a minor,4/4,III6,1.0,1.0
2,a minor,4/4,bVI,0.5,2.0
3,a minor,4/4,iv65,0.5,2.5
4,a minor,4/4,III,0.5,3.0
5,a minor,4/4,iv743,0.5,3.5
6,a minor,4/4,III6,0.5,4.0
7,a minor,4/4,iv652,0.5,4.5
8,a minor,4/4,III64,0.5,5.0
9,a minor,4/4,iii54,0.5,5.5
10,a minor,4/4,bVII,1.0,6.0
11,a minor,4/4,III,1.0,7.0
12,a minor,4/4,III,1.0,8.0
13,a minor,4/4,bVII,1.0,9.0
14,a minor,4/4,iv,0.5,10.0
15,a minor,4/4,iv74,0.5,10.5
16,a minor,4/4,IV6,0.5,11.0
17,a minor,4/4,V#8653,0.5,11.5
18,a minor,4/4,i543,0.5,12.0
19,a minor,4/4,IV#643,0.5,12.5
20,a minor,4/4,V,0.5,13.0
21,a minor,4/4,V6#42,0.5,13.5
22,a minor,4/4,i6,0.5,14.0
23,a minor,4/4,i752,0.5,14.5
24,a minor,4/4,i54,0.5,15.0
25,a minor,4/4,V,0.25,15.5
26,a minor,4/4,v5#2,0.25,15.75
27,a minor,4/4,V75#3,0.25,16.0
28,a minor,4/4,III+65#3,0.25,16.25
29,a minor,4/4,V75#3,0.5,16.5
30,a minor,4/4,i,3.0,17.0
31,a minor,4/4,i,1.0,20.0
32,a minor,4/4,III6,1.0,21.0
33,a minor,4/4,bVI,0.5,22.0
34,a minor,4/4,iv65,0.5,22.5
35,a minor,4/4,III,0.5,23.0
36,a minor,4/4,iv743,0.5,23.5
37,a minor,4/4,III6,0.5,24.0
38,a minor,4/4,iv652,0.5,24.5
39,a minor,4/4,III64,0.5,25.0
40,a minor,4/4,iii54,0.5,25.5
41,a minor,4/4,bVII,1.0,26.0
42,a minor,4/4,III,1.0,27.0
43,a minor,4/4,III,1.0,28.0
44,a minor,4/4,bVII,1.0,29.0
45,a minor,4/4,iv,0.5,30.0
46,a minor,4/4,iv74,0.5,30.5
47,a minor,4/4,IV6,0.5,31.0
48,a minor,4/4,V#8653,0.5,31.5
49,a minor,4/4,i543,0.5,32.0
50,a minor,4/4,IV#643,0.5,32.5
51,a minor,4/4,V,0.5,33.0
52,a minor,4/4,V6#42,0.5,33.5
53,a minor,4/4,i6,0.5,34.0
54,a minor,4/4,i752,0.5,34.5
55,a minor,4/4,i54,0.5,35.0
56,a minor,4/4,V,0.25,35.5
57,a minor,4/4,v5#2,0.25,35.75
58,a minor,4/4,V75#3,0.25,36.0
59,a minor,4/4,III+65#3,0.25,36.25
60,a minor,4/4,V75#3,0.5,36.5
61,a minor,4/4,i,3.0,37.0
62,a minor,4/4,i,0.5,40.0
63,a minor,4/4,i42,0.5,40.5
64,a minor,4/4,IV#8653,0.5,41.0
65,a minor,4/4,iv74,0.5,41.5
66,a minor,4/4,IV6,0.5,42.0
67,a minor,4/4,IV,0.5,42.5
68,a minor,4/4,bVII,0.5,43.0
69,a minor,4/4,bVII742,0.5,43.5
70,a minor,4/4,bVII,0.5,44.0
71,a minor,4/4,#ivo6,0.5,44.5
72,a minor,4/4,v,0.5,45.0
73,a minor,4/4,v#8742,0.5,45.5
74,a minor,4/4,v,0.5,46.0
75,a minor,4/4,bVII64#3,0.5,46.5
76,a minor,4/4,III,0.5,47.0
77,a minor,4/4,i7,0.5,47.5
78,a minor,4/4,IV,1.0,48.0
79,a minor,4/4,bVII,3.0,49.0
80,a minor,4/4,III,0.5,52.0
81,a minor,4/4,III7,0.5,52.5
82,a minor,4/4,vio#63,0.5,53.0
83,a minor,4/4,i,0.5,53.5
84,a minor,4/4,ii,0.5,54.0
85,a minor,4/4,viio#63,0.5,54.5
86,a minor,4/4,i,0.5,55.0
87,a minor,4/4,bVI6,0.5,55.5
88,a minor,4/4,v6,0.5,56.0
89,a minor,4/4,v6,0.5,56.5
90,a minor,4/4,bVI7,0.5,57.0
91,a minor,4/4,i64,0.5,57.5
92,a minor,4/4,ii/o43,0.5,58.0
93,a minor,4/4,bVI7,0.25,58.5
94,a minor,4/4,bVI,0.25,58.75
95,a minor,4/4,V,1.0,59.0
96,a minor,4/4,i,1.0,60.0
97,a minor,4/4,III6,1.0,61.0
98,a minor,4/4,bVI,0.5,62.0
99,a minor,4/4,iv65,0.5,62.5
100,a minor,4/4,III,0.5,63.0
101,a minor,4/4,iv743,0.5,63.5
102,a minor,4/4,III6,0.5,64.0
103,a minor,4/4,iv652,0.5,64.5
104,a minor,4/4,III64,0.5,65.0
105,a minor,4/4,iii54,0.5,65.5
106,a minor,4/4,bVII,1.0,66.0
107,a minor,4/4,III,1.0,67.0
108,a minor,4/4,III,1.0,68.0
109,a minor,4/4,bVII,1.0,69.0
110,a minor,4/4,iv,0.5,70.0
111,a minor,4/4,iv74,0.5,70.5
112,a minor,4/4,IV6,0.5,71.0
113,a minor,4/4,V#8653,0.5,71.5
114,a minor,4/4,i543,0.5,72.0
115,a minor,4/4,IV#643,0.5,72.5
116,a minor,4/4,V,0.5,73.0
117,a minor,4/4,V6#42,0.5,73.5
118,a minor,4/4,i6,0.5,74.0
119,a minor,4/4,i752,0.5,74.5
120,a minor,4/4,i54,0.5,75.0
121,a minor,4/4,V,0.25,75.5
122,a minor,4/4,v5#2,0.25,75.75
123,a minor,4/4,V75#3,0.25,76.0
124,a minor,4/4,III+65#3,0.25,76.25
125,a minor,4/4,V75#3,0.5,76.5
126,a minor,4/4,i,3.0,77.0
