,0,1,2,3,4
0,G major,4/4,I,0.5,0.0
1,G major,4/4,I42,0.5,0.5
2,G major,4/4,vi,0.5,1.0
3,G major,4/4,vii542,0.5,1.5
4,G major,4/4,vi,0.5,2.0
5,G major,4/4,vi42,0.5,2.5
6,G major,4/4,ii65,0.5,3.0
7,G major,4/4,V42,0.5,3.5
8,G major,4/4,iv52,0.5,4.0
9,G major,4/4,I6,0.5,4.5
10,G major,4/4,ii65,0.5,5.0
11,G major,4/4,ii7,0.5,5.5
12,G major,4/4,V,0.5,6.0
13,G major,4/4,V,0.5,6.5
14,G major,4/4,I,1.0,7.0
15,G major,4/4,IV,0.5,8.0
16,G major,4/4,vii/o43,0.5,8.5
17,G major,4/4,I,0.5,9.0
18,G major,4/4,iii64,0.5,9.5
19,G major,4/4,IV65,0.5,10.0
20,G major,4/4,ii64,0.25,10.5
21,G major,4/4,ii43,0.25,10.75
22,G major,4/4,iii,0.5,11.0
23,G major,4/4,V43,0.5,11.5
24,G major,4/4,iv54,0.5,12.0
25,G major,4/4,I6,0.5,12.5
26,G major,4/4,i54,0.5,13.0
27,G major,4/4,i4,0.5,13.5
28,G major,4/4,V7,0.5,14.0
29,G major,4/4,iii65,0.5,14.5
30,G major,4/4,I,1.0,15.0
31,G major,4/4,I,0.5,16.0
32,G major,4/4,I42,0.5,16.5
33,G major,4/4,vi,0.5,17.0
34,G major,4/4,vii542,0.5,17.5
35,G major,4/4,vi,0.5,18.0
36,G major,4/4,vi42,0.5,18.5
37,G major,4/4,ii65,0.5,19.0
38,G major,4/4,V42,0.5,19.5
39,G major,4/4,iv52,0.5,20.0
40,G major,4/4,I6,0.5,20.5
41,G major,4/4,ii65,0.5,21.0
42,G major,4/4,ii7,0.5,21.5
43,G major,4/4,V,0.5,22.0
44,G major,4/4,V,0.5,22.5
45,G major,4/4,I,1.0,23.0
46,G major,4/4,IV,0.5,24.0
47,G major,4/4,vii/o43,0.5,24.5
48,G major,4/4,I,0.5,25.0
49,G major,4/4,iii64,0.5,25.5
50,G major,4/4,IV65,0.5,26.0
51,G major,4/4,ii64,0.25,26.5
52,G major,4/4,ii43,0.25,26.75
53,G major,4/4,iii,0.5,27.0
54,G major,4/4,V43,0.5,27.5
55,G major,4/4,iv54,0.5,28.0
56,G major,4/4,I6,0.5,28.5
57,G major,4/4,i54,0.5,29.0
58,G major,4/4,i4,0.5,29.5
59,G major,4/4,V7,0.5,30.0
60,G major,4/4,iii65,0.5,30.5
61,G major,4/4,I,1.0,31.0
62,G major,4/4,I,0.5,32.0
63,G major,4/4,I742,0.5,32.5
64,G major,4/4,I6,0.5,33.0
65,G major,4/4,I752,0.5,33.5
66,G major,4/4,i54,0.5,34.0
67,G major,4/4,V7,0.5,34.5
68,G major,4/4,I7,0.5,35.0
69,G major,4/4,ii7,0.5,35.5
70,G major,4/4,vi54,0.5,36.0
71,G major,4/4,III,0.5,36.5
72,G major,4/4,vi,0.5,37.0
73,G major,4/4,vii7,0.5,37.5
74,G major,4/4,I532,0.5,38.0
75,G major,4/4,I,0.5,38.5
76,G major,4/4,V,1.0,39.0
77,G major,4/4,V,0.5,40.0
78,G major,4/4,V42,0.5,40.5
79,G major,4/4,I6,0.5,41.0
80,G major,4/4,ii732,0.5,41.5
81,G major,4/4,iii,0.5,42.0
82,G major,4/4,V43,0.5,42.5
83,G major,4/4,I,0.5,43.0
84,G major,4/4,ii42,0.5,43.5
85,G major,4/4,I,0.5,44.0
86,G major,4/4,I42,0.5,44.5
87,G major,4/4,vi,0.5,45.0
88,G major,4/4,I64,0.5,45.5
89,G major,4/4,vii/o43,0.5,46.0
90,G major,4/4,ii6,0.5,46.5
91,G major,4/4,III,1.0,47.0
92,G major,4/4,vi,0.5,48.0
93,G major,4/4,vii542,0.5,48.5
94,G major,4/4,vi,0.5,49.0
95,G major,4/4,vi42,0.5,49.5
96,G major,4/4,IV,0.5,50.0
97,G major,4/4,ii6,0.5,50.5
98,G major,4/4,iii,0.5,51.0
99,G major,4/4,ii543,0.25,51.5
100,G major,4/4,V43,0.25,51.75
101,G major,4/4,iv54,0.5,52.0
102,G major,4/4,I,0.5,52.5
103,G major,4/4,i54,0.5,53.0
104,G major,4/4,i4,0.5,53.5
105,G major,4/4,V7,0.5,54.0
106,G major,4/4,iii65,0.5,54.5
107,G major,4/4,I,1.0,55.0
