,0,1,2,3,4
0,G major,4/4,I,0.5,0.0
1,G major,4/4,ii542,0.5,0.5
2,G major,4/4,I,1.0,1.0
3,G major,4/4,V6,1.0,2.0
4,G major,4/4,vi,0.5,3.0
5,G major,4/4,vi42,0.5,3.5
6,G major,4/4,IV,0.5,4.0
7,G major,4/4,iv52,0.25,4.5
8,G major,4/4,IV,0.25,4.75
9,G major,4/4,I64,0.25,5.0
10,G major,4/4,I654,0.25,5.25
11,G major,4/4,vi42,0.5,5.5
12,G major,4/4,V7,0.5,6.0
13,G major,4/4,iii65,0.5,6.5
14,G major,4/4,I,1.0,7.0
15,G major,4/4,IV,0.25,8.0
16,G major,4/4,ii65,0.25,8.25
17,G major,4/4,IV7,0.5,8.5
18,G major,4/4,V,0.5,9.0
19,G major,4/4,V,0.5,9.5
20,G major,4/4,IV6,0.5,10.0
21,G major,4/4,V7653,0.5,10.5
22,G major,4/4,I,0.5,11.0
23,G major,4/4,I532,0.5,11.5
24,G major,4/4,ii65,0.25,12.0
25,G major,4/4,IV7,0.25,12.25
26,G major,4/4,IV,0.5,12.5
27,G major,4/4,I64,0.5,13.0
28,G major,4/4,I64,0.25,13.5
29,G major,4/4,I64,0.25,13.75
30,G major,4/4,V,0.5,14.0
31,G major,4/4,i43,0.5,14.5
32,G major,4/4,I,1.0,15.0
33,G major,4/4,I,0.5,16.0
34,G major,4/4,ii542,0.5,16.5
35,G major,4/4,I,1.0,17.0
36,G major,4/4,V6,1.0,18.0
37,G major,4/4,vi,0.5,19.0
38,G major,4/4,vi42,0.5,19.5
39,G major,4/4,IV,0.5,20.0
40,G major,4/4,iv52,0.25,20.5
41,G major,4/4,IV,0.25,20.75
42,G major,4/4,I64,0.25,21.0
43,G major,4/4,I654,0.25,21.25
44,G major,4/4,vi42,0.5,21.5
45,G major,4/4,V7,0.5,22.0
46,G major,4/4,iii65,0.5,22.5
47,G major,4/4,I,1.0,23.0
48,G major,4/4,IV,0.25,24.0
49,G major,4/4,ii65,0.25,24.25
50,G major,4/4,IV7,0.5,24.5
51,G major,4/4,V,0.5,25.0
52,G major,4/4,V,0.5,25.5
53,G major,4/4,IV6,0.5,26.0
54,G major,4/4,V7653,0.5,26.5
55,G major,4/4,I,0.5,27.0
56,G major,4/4,I532,0.5,27.5
57,G major,4/4,ii65,0.25,28.0
58,G major,4/4,IV7,0.25,28.25
59,G major,4/4,IV,0.5,28.5
60,G major,4/4,I64,0.5,29.0
61,G major,4/4,I64,0.25,29.5
62,G major,4/4,I64,0.25,29.75
63,G major,4/4,V,0.5,30.0
64,G major,4/4,i43,0.5,30.5
65,G major,4/4,I,1.0,31.0
66,G major,4/4,I,1.0,32.0
67,G major,4/4,IV,0.5,33.0
68,G major,4/4,IV7,0.5,33.5
69,G major,4/4,II6,0.5,34.0
70,G major,4/4,II#8653,0.5,34.5
71,G major,4/4,V,1.0,35.0
72,G major,4/4,V,0.5,36.0
73,G major,4/4,V42,0.5,36.5
74,G major,4/4,I6,0.5,37.0
75,G major,4/4,v43,0.5,37.5
76,G major,4/4,I6,0.5,38.0
77,G major,4/4,iiio,0.5,38.5
78,G major,4/4,IV,1.0,39.0
79,G major,4/4,I,1.0,40.0
80,G major,4/4,i54,0.5,41.0
81,G major,4/4,V,0.5,41.5
82,G major,4/4,vi42,0.5,42.0
83,G major,4/4,II#8653,0.5,42.5
84,G major,4/4,V532,0.5,43.0
85,G major,4/4,V6,0.5,43.5
86,G major,4/4,I,0.5,44.0
87,G major,4/4,V64,0.5,44.5
88,G major,4/4,vi65,0.5,45.0
89,G major,4/4,vi7,0.5,45.5
90,G major,4/4,II,0.5,46.0
91,G major,4/4,II6#42,0.5,46.5
92,G major,4/4,V,1.0,47.0
93,G major,4/4,iii,0.5,48.0
94,G major,4/4,iii7,0.5,48.5
95,G major,4/4,IV65,0.5,49.0
96,G major,4/4,vii/o7,0.5,49.5
97,G major,4/4,I532,0.5,50.0
98,G major,4/4,IV43,0.5,50.5
99,G major,4/4,i52,0.5,51.0
100,G major,4/4,V6,0.5,51.5
101,G major,4/4,I,0.5,52.0
102,G major,4/4,IV6,0.5,52.5
103,G major,4/4,ii65,0.5,53.0
104,G major,4/4,ii7,0.5,53.5
105,G major,4/4,V,0.25,54.0
106,G major,4/4,iii65,0.25,54.25
107,G major,4/4,V,0.5,54.5
108,G major,4/4,I,1.0,55.0
