,0,1,2,3,4
0,A major,4/4,I,1.0,0.0
1,A major,4/4,I,0.5,1.0
2,A major,4/4,iv54,0.5,1.5
3,A major,4/4,V6,1.0,2.0
4,A major,4/4,I,1.0,3.0
5,A major,4/4,vi7,0.5,4.0
6,A major,4/4,IV6,0.5,4.5
7,A major,4/4,bVII,0.5,5.0
8,A major,4/4,bVII#7#5#3,0.5,5.5
9,A major,4/4,I,1.0,6.0
10,A major,4/4,IV,1.0,7.0
11,A major,4/4,I,1.0,8.0
12,A major,4/4,V,0.5,9.0
13,A major,4/4,V7,0.5,9.5
14,A major,4/4,vi,0.5,10.0
15,A major,4/4,I64,0.5,10.5
16,A major,4/4,IV,0.5,11.0
17,A major,4/4,IV742,0.5,11.5
18,A major,4/4,IV6,0.5,12.0
19,A major,4/4,vii/o7,0.5,12.5
20,A major,4/4,I,0.5,13.0
21,A major,4/4,I532,0.5,13.5
22,A major,4/4,I6,0.5,14.0
23,A major,4/4,I752,0.5,14.5
24,A major,4/4,i54,0.5,15.0
25,A major,4/4,i4,0.5,15.5
26,A major,4/4,V,0.5,16.0
27,A major,4/4,V7,0.5,16.5
28,A major,4/4,I,3.0,17.0
29,A major,4/4,I,1.0,20.0
30,A major,4/4,V,0.5,21.0
31,A major,4/4,V7,0.5,21.5
32,A major,4/4,III6,1.0,22.0
33,A major,4/4,vi,0.5,23.0
34,A major,4/4,vi7,0.5,23.5
35,A major,4/4,II,0.5,24.0
36,A major,4/4,II6#42,0.5,24.5
37,A major,4/4,V6,1.0,25.0
38,A major,4/4,vi7,0.5,26.0
39,A major,4/4,#ivo6b33,0.5,26.5
40,A major,4/4,V,1.0,27.0
41,A major,4/4,III,1.0,28.0
42,A major,4/4,vi,0.5,29.0
43,A major,4/4,I64,0.5,29.5
44,A major,4/4,IV6,0.5,30.0
45,A major,4/4,IV752,0.5,30.5
46,A major,4/4,I,0.5,31.0
47,A major,4/4,ii743,0.5,31.5
48,A major,4/4,vi6,0.5,32.0
49,A major,4/4,vii,0.5,32.5
50,A major,4/4,vi,1.0,33.0
51,A major,4/4,I6,0.5,34.0
52,A major,4/4,I752,0.5,34.5
53,A major,4/4,i54,0.5,35.0
54,A major,4/4,i4,0.5,35.5
55,A major,4/4,V,0.5,36.0
56,A major,4/4,V7,0.5,36.5
57,A major,4/4,I,3.0,37.0
