,0,1,2,3,4
0,G major,4/4,I,1.0,0.0
1,G major,4/4,I,1.0,1.0
2,G major,4/4,V6,0.5,2.0
3,G major,4/4,V6,0.5,2.5
4,G major,4/4,I532,0.5,3.0
5,G major,4/4,I,0.5,3.5
6,G major,4/4,ii42,1.0,4.0
7,G major,4/4,V6,0.5,5.0
8,G major,4/4,V,0.5,5.5
9,G major,4/4,I,1.0,6.0
10,G major,4/4,I,1.0,7.0
11,G major,4/4,I,0.5,8.0
12,G major,4/4,I742,0.5,8.5
13,G major,4/4,I6,0.5,9.0
14,G major,4/4,I752,0.5,9.5
15,G major,4/4,i54,0.5,10.0
16,G major,4/4,vi743,0.5,10.5
17,G major,4/4,V6,0.5,11.0
18,G major,4/4,V,0.5,11.5
19,G major,4/4,I65,0.5,12.0
20,G major,4/4,vi,0.25,12.5
21,G major,4/4,vi7,0.25,12.75
22,G major,4/4,II6,0.5,13.0
23,G major,4/4,II#3,0.5,13.5
24,G major,4/4,V,1.0,14.0
25,G major,4/4,V,1.0,15.0
26,G major,4/4,V,0.5,16.0
27,G major,4/4,vi743,0.5,16.5
28,G major,4/4,V6,0.5,17.0
29,G major,4/4,V,0.5,17.5
30,G major,4/4,I,0.5,18.0
31,G major,4/4,i52,0.5,18.5
32,G major,4/4,i54,0.5,19.0
33,G major,4/4,V,0.5,19.5
34,G major,4/4,v54,0.5,20.0
35,G major,4/4,ii52,0.5,20.5
36,G major,4/4,II,0.5,21.0
37,G major,4/4,II74#3,0.25,21.5
38,G major,4/4,V64#3,0.25,21.75
39,G major,4/4,V,2.0,22.0
40,G major,4/4,V,0.5,24.0
41,G major,4/4,V,0.5,24.5
42,G major,4/4,V,0.5,25.0
43,G major,4/4,V42,0.5,25.5
44,G major,4/4,#io6bb5b3,0.5,26.0
45,G major,4/4,v64,0.5,26.5
46,G major,4/4,VI6,0.5,27.0
47,G major,4/4,vi5,0.5,27.5
48,G major,4/4,ii532,0.5,28.0
49,G major,4/4,ii42,0.25,28.5
50,G major,4/4,IV64,0.25,28.75
51,G major,4/4,V6,0.5,29.0
52,G major,4/4,v5,0.5,29.5
53,G major,4/4,I,1.0,30.0
54,G major,4/4,I,1.0,31.0
55,G major,4/4,I,0.5,32.0
56,G major,4/4,I,0.5,32.5
57,G major,4/4,vi6,0.5,33.0
58,G major,4/4,I7,0.5,33.5
59,G major,4/4,II6#42,0.5,34.0
60,G major,4/4,II#42,0.5,34.5
61,G major,4/4,V6,0.5,35.0
62,G major,4/4,V,0.5,35.5
63,G major,4/4,I65,0.5,36.0
64,G major,4/4,vi,0.25,36.5
65,G major,4/4,vi7,0.25,36.75
66,G major,4/4,II6,0.5,37.0
67,G major,4/4,II#3,0.5,37.5
68,G major,4/4,V,1.0,38.0
69,G major,4/4,V,1.0,39.0
70,G major,4/4,I6,0.5,40.0
71,G major,4/4,vi,0.5,40.5
72,G major,4/4,V,0.5,41.0
73,G major,4/4,V42,0.5,41.5
74,G major,4/4,I6,0.5,42.0
75,G major,4/4,viio6,0.5,42.5
76,G major,4/4,I,0.5,43.0
77,G major,4/4,IV6,0.5,43.5
78,G major,4/4,I64,1.0,44.0
79,G major,4/4,V,0.5,45.0
80,G major,4/4,i43,0.25,45.5
81,G major,4/4,V743,0.25,45.75
82,G major,4/4,I,2.0,46.0
